"year";"mean_temp";"resid_temp";"site"
"P800057FASY_clim.10";1970;12.4063489437103;-1.13231787350444;"P800057FASY"
"P800057FASY_clim.11";1971;13.2650954723358;-0.273571344878931;"P800057FASY"
"P800057FASY_clim.12";1972;12.3965729077657;-1.14209390944904;"P800057FASY"
"P800057FASY_clim.13";1973;12.8099194367727;-0.728747380442067;"P800057FASY"
"P800057FASY_clim.14";1974;12.407977660497;-1.13068915671774;"P800057FASY"
"P800057FASY_clim.15";1975;13.5618614355723;0.0231946183575484;"P800057FASY"
"P800057FASY_clim.16";1976;12.810621102651;-0.72804571456378;"P800057FASY"
"P800057FASY_clim.17";1977;11.9272688229879;-1.61139799422688;"P800057FASY"
"P800057FASY_clim.18";1978;11.463493347168;-2.07517347004678;"P800057FASY"
"P800057FASY_clim.19";1979;12.6163153648376;-0.922351452377113;"P800057FASY"
"P800057FASY_clim.20";1980;11.2656791607539;-2.27298765646087;"P800057FASY"
"P800057FASY_clim.21";1981;12.9635411103567;-0.575125706858099;"P800057FASY"
"P800057FASY_clim.22";1982;13.5740691026052;0.0354022853904414;"P800057FASY"
"P800057FASY_clim.23";1983;14.3120935757955;0.77342675858074;"P800057FASY"
"P800057FASY_clim.24";1984;11.8243672053019;-1.71429961191284;"P800057FASY"
"P800057FASY_clim.25";1985;12.6542363961538;-0.884430421060964;"P800057FASY"
"P800057FASY_clim.26";1986;13.2063291867574;-0.332337630457353;"P800057FASY"
"P800057FASY_clim.27";1987;12.6593109766642;-0.879355840550531;"P800057FASY"
"P800057FASY_clim.28";1988;13.4984673659007;-0.0401994513140806;"P800057FASY"
"P800057FASY_clim.29";1989;13.2957510153453;-0.242915801869497;"P800057FASY"
"P800057FASY_clim.30";1990;12.7422760327657;-0.796390784449063;"P800057FASY"
"P800057FASY_clim.31";1991;12.6473620732625;-0.891304743952221;"P800057FASY"
"P800057FASY_clim.32";1992;14.6661029656728;1.12743614845806;"P800057FASY"
"P800057FASY_clim.33";1993;13.5322783788045;-0.00638843841024084;"P800057FASY"
"P800057FASY_clim.34";1994;14.4641784826914;0.925511665476693;"P800057FASY"
"P800057FASY_clim.35";1995;13.614764769872;0.07609795265728;"P800057FASY"
"P800057FASY_clim.36";1996;12.7399713993073;-0.798695417907503;"P800057FASY"
"P800057FASY_clim.37";1997;13.1897043387095;-0.348962478505239;"P800057FASY"
"P800057FASY_clim.38";1998;14.0647417704264;0.526074953211683;"P800057FASY"
"P800057FASY_clim.39";1999;14.402765750885;0.864098933670224;"P800057FASY"
"P800057FASY_clim.40";2000;14.5639732678731;1.02530645065838;"P800057FASY"
"P800057FASY_clim.41";2001;13.2048327922821;-0.333834024932671;"P800057FASY"
"P800057FASY_clim.42";2002;14.1875802675883;0.648913450373559;"P800057FASY"
"P800057FASY_clim.43";2003;14.9690779050191;1.43041108780439;"P800057FASY"
"P800057FASY_clim.44";2004;13.3026676177979;-0.235999199416892;"P800057FASY"
"P800057FASY_clim.45";2005;13.6342528661092;0.0955860488944644;"P800057FASY"
"P800057FASY_clim.46";2006;14.3587111632029;0.820044345988162;"P800057FASY"
"P800057FASY_clim.47";2007;14.6079912185669;1.06932440135212;"P800057FASY"
"P800057FASY_clim.48";2008;14.2259362538656;0.687269436650801;"P800057FASY"
"P800057FASY_clim.49";2009;14.9276027679443;1.38893595072958;"P800057FASY"
"P800057FASY_clim.50";2010;13.7957480748494;0.257081257634695;"P800057FASY"
"P800057FASY_clim.51";2011;14.6849478085836;1.14628099136882;"P800057FASY"
"P800057FASY_clim.52";2012;14.6216948032379;1.08302798602317;"P800057FASY"
"P800057FASY_clim.53";2013;13.9132792949677;0.37461247775291;"P800057FASY"
"P800057FASY_clim.54";2014;14.0740820566813;0.535415239466584;"P800057FASY"
"P800057FASY_clim.55";2015;14.903560479482;1.36489366226727;"P800057FASY"
"P800057FASY_clim.56";2016;14.6405998071035;1.10193298988873;"P800057FASY"
"P800057FASY_clim.57";2017;14.4218300183614;0.883163201146647;"P800057FASY"
"P800057FASY_clim.58";2018;16.8100331624349;3.27136634522013;"P800057FASY"
"P800057FASY_clim.59";2019;14.8894545237223;1.35078770650758;"P800057FASY"
"P800057FASY_clim.60";2020;14.0236757596334;0.485008942418622;"P800057FASY"
"P800057PISY_clim.1";1961;13.187867641449;-0.350799175765765;"P800057PISY"
"P800057PISY_clim.2";1962;12.456169128418;-1.0824976887968;"P800057PISY"
"P800057PISY_clim.3";1963;13.8669370810191;0.328270263804304;"P800057PISY"
"P800057PISY_clim.4";1964;13.8398496309916;0.301182813776844;"P800057PISY"
"P800057PISY_clim.5";1965;12.0771304766337;-1.46153634058106;"P800057PISY"
"P800057PISY_clim.6";1966;13.1562155087789;-0.382451308435844;"P800057PISY"
"P800057PISY_clim.7";1967;13.5142330328623;-0.0244337843524214;"P800057PISY"
"P800057PISY_clim.8";1968;13.1307396888733;-0.407927128341459;"P800057PISY"
"P800057PISY_clim.9";1969;13.3458693822225;-0.19279743499227;"P800057PISY"
"P800057PISY_clim.10";1970;12.4063489437103;-1.13231787350444;"P800057PISY"
"P800057PISY_clim.11";1971;13.2650954723358;-0.273571344878931;"P800057PISY"
"P800057PISY_clim.12";1972;12.3965729077657;-1.14209390944904;"P800057PISY"
"P800057PISY_clim.13";1973;12.8099194367727;-0.728747380442067;"P800057PISY"
"P800057PISY_clim.14";1974;12.407977660497;-1.13068915671774;"P800057PISY"
"P800057PISY_clim.15";1975;13.5618614355723;0.0231946183575484;"P800057PISY"
"P800057PISY_clim.16";1976;12.810621102651;-0.72804571456378;"P800057PISY"
"P800057PISY_clim.17";1977;11.9272688229879;-1.61139799422688;"P800057PISY"
"P800057PISY_clim.18";1978;11.463493347168;-2.07517347004678;"P800057PISY"
"P800057PISY_clim.19";1979;12.6163153648376;-0.922351452377113;"P800057PISY"
"P800057PISY_clim.20";1980;11.2656791607539;-2.27298765646087;"P800057PISY"
"P800057PISY_clim.21";1981;12.9635411103567;-0.575125706858099;"P800057PISY"
"P800057PISY_clim.22";1982;13.5740691026052;0.0354022853904414;"P800057PISY"
"P800057PISY_clim.23";1983;14.3120935757955;0.77342675858074;"P800057PISY"
"P800057PISY_clim.24";1984;11.8243672053019;-1.71429961191284;"P800057PISY"
"P800057PISY_clim.25";1985;12.6542363961538;-0.884430421060964;"P800057PISY"
"P800057PISY_clim.26";1986;13.2063291867574;-0.332337630457353;"P800057PISY"
"P800057PISY_clim.27";1987;12.6593109766642;-0.879355840550531;"P800057PISY"
"P800057PISY_clim.28";1988;13.4984673659007;-0.0401994513140806;"P800057PISY"
