"year";"min_spei1";"min_spei3";"mean_spei1";"mean_spei3";"site"
"P800044PCAB_clim.34";1994;-1.48009281387137;-1.21473301726336;0.0042958518004194;-0.201539338855959;"P800044PCAB"
"P800044PCAB_clim.35";1995;-1.10081372501622;-0.0521329506675172;0.415510984037031;0.383029131471402;"P800044PCAB"
"P800044PCAB_clim.36";1996;-0.362944680243898;-0.547225442116038;0.32491905514618;0.296503850560591;"P800044PCAB"
"P800044PCAB_clim.37";1997;-0.928039124771317;-0.548153177214225;0.337617596745828;0.930594606771015;"P800044PCAB"
"P800044PCAB_clim.38";1998;-1.04217881480549;-1.40720726654874;0.214596610428001;-0.18147021707624;"P800044PCAB"
"P800044PCAB_clim.39";1999;-1.18152344878264;-1.79114799342346;-0.266507172398211;-0.0363672595903169;"P800044PCAB"
"P800044PCAB_clim.40";2000;-1.66424903816182;-2.09828655237815;-0.532558867371885;-0.333795603653851;"P800044PCAB"
"P800044PCAB_clim.41";2001;-1.01460423521678;-0.639083045100077;0.236339821282425;0.204457349024427;"P800044PCAB"
"P800044PCAB_clim.42";2002;-1.88408792469097;-2.31736095622976;-0.479570961779047;-1.22970928853501;"P800044PCAB"
"P800044PCAB_clim.43";2003;-1.72830996368249;-1.6609232222612;-0.660562178834209;-1.38090000221905;"P800044PCAB"
"P800044PCAB_clim.44";2004;-1.05592887968529;-1.45043004731058;-0.379701509598358;-0.185606406782172;"P800044PCAB"
"P800044PCAB_clim.45";2005;-1.19954392648375;-0.107106697363815;0.223958560567343;0.68918118985162;"P800044PCAB"
"P800044PCAB_clim.46";2006;-2.15498867673214;-0.800991575487503;0.110064374847131;0.668849091258688;"P800044PCAB"
"P800044PCAB_clim.47";2007;-1.64227682961689;-1.23387671722247;-0.00430406187634011;-0.101269995394607;"P800044PCAB"
"P800044PCAB_clim.48";2008;-1.6163193255434;-1.41246730300712;-0.211851918147278;-0.49392718834724;"P800044PCAB"
"P800044PCAB_clim.49";2009;-2.30697539044392;-0.432931809311251;-0.335390379855204;0.521856368916284;"P800044PCAB"
"P800044PCAB_clim.50";2010;0.376924385795755;0.354026050549455;1.03711133340694;1.54986616551364;"P800044PCAB"
"P800044PCAB_clim.51";2011;-1.27524815540333;-0.831634804781579;-0.362951950680655;-0.163197247449015;"P800044PCAB"
"P800044PCAB_clim.52";2012;-1.72373261638859;-2.6563059787377;-0.336720961183748;-0.708029187689349;"P800044PCAB"
"P800044PCAB_clim.53";2013;-1.984381975956;-0.218271259858548;0.19820274715036;0.633083691505427;"P800044PCAB"
"P800044PCAB_clim.54";2014;-1.21197719994221;-1.67242699527557;0.622047087079021;0.261707309966915;"P800044PCAB"
"P800044PCAB_clim.55";2015;-1.25793022310751;-1.88732562360029;-0.552858569918261;-1.03316444650087;"P800044PCAB"
"P800044PCAB_clim.56";2016;-1.84176139231018;-1.05322979149231;-0.444005287129648;-0.345893111517374;"P800044PCAB"
"P800044PCAB_clim.57";2017;-1.71130786855436;-1.60827225166205;-0.229600686587391;-0.808250143906441;"P800044PCAB"
"P800044PCAB_clim.58";2018;-1.81788636993049;-2.13304960278642;-0.943348854918093;-1.62801661257444;"P800044PCAB"
"P800044PCAB_clim.59";2019;-1.27071404724799;-0.963613672137176;0.0166819651210488;-0.0459213429487272;"P800044PCAB"
"P800044PCAB_clim.60";2020;-1.23393774486845;-0.894496802952124;0.365356289905711;0.638511542988973;"P800044PCAB"
"P800046ABAL_clim.1";1961;-1.94725868376335;-1.32736601195249;-0.0664470458793352;0.249861232215248;"P800046ABAL"
"P800046ABAL_clim.2";1962;-1.06854425950421;-1.01122956137268;0.115755310451896;0.704104255476806;"P800046ABAL"
"P800046ABAL_clim.3";1963;-1.46104203016265;-0.772592529893504;-0.134000919406288;-0.427209271684646;"P800046ABAL"
"P800046ABAL_clim.4";1964;-1.01489028426132;-1.35953720550849;-0.544954265810718;-0.927727513633699;"P800046ABAL"
"P800046ABAL_clim.5";1965;-0.129138355627253;0.368961788280206;0.912308277601249;1.40669868184609;"P800046ABAL"
"P800046ABAL_clim.6";1966;-1.02959033662459;0.731985851429878;0.546771696566001;1.2013293281168;"P800046ABAL"
"P800046ABAL_clim.7";1967;-0.51135771525056;-0.750812187301426;-0.0592181468610674;-0.272670969459472;"P800046ABAL"
"P800046ABAL_clim.8";1968;-0.765366266136703;-1.19831247367024;0.361628522885647;0.288950215329265;"P800046ABAL"
"P800046ABAL_clim.9";1969;-1.55793294976048;-0.72552935483849;-0.396326232251056;-0.407082646201891;"P800046ABAL"
"P800046ABAL_clim.10";1970;-0.839041998907937;-0.098353672392029;0.123204900518575;0.578027084280605;"P800046ABAL"
"P800046ABAL_clim.11";1971;-1.24316409063908;-1.33993952709456;-0.296204734210455;-0.506259260312244;"P800046ABAL"
"P800046ABAL_clim.12";1972;0.361426980284034;0.00481529754515003;1.0893373014084;1.15654673899754;"P800046ABAL"
"P800046ABAL_clim.13";1973;-1.42758224499136;-1.13783537939782;-0.360536147274658;-0.544614686232976;"P800046ABAL"
"P800046ABAL_clim.14";1974;-0.605414893965918;-1.66271988215011;0.372699393950067;0.23608085984798;"P800046ABAL"
"P800046ABAL_clim.15";1975;-1.18066073212419;-0.356286243662584;0.0646631413486284;0.327950021745786;"P800046ABAL"
"P800046ABAL_clim.16";1976;-1.35445263659885;-1.36903615325406;-0.157378683707595;-0.400665051099575;"P800046ABAL"
"P800046ABAL_clim.17";1977;-0.856003808408271;-0.285310981174844;0.570273856388748;0.836230214518175;"P800046ABAL"
"P800046ABAL_clim.18";1978;-0.474041897142736;-0.302717431431933;0.269369183019221;0.046290763954731;"P800046ABAL"
"P800046ABAL_clim.19";1979;-0.421998369688464;-0.587951004582853;-0.0616584978485196;-0.179890112928638;"P800046ABAL"
"P800046ABAL_clim.20";1980;-0.861549947321598;-0.662030104266034;0.429618998658564;0.536983515070689;"P800046ABAL"
"P800046ABAL_clim.21";1981;-0.587527057550126;-0.902415807237408;0.298123329337815;0.156287605213277;"P800046ABAL"
"P800046ABAL_clim.22";1982;-1.25159882312694;-1.11154574601122;0.0212243033893628;-0.209836971027086;"P800046ABAL"
"P800046ABAL_clim.23";1983;-1.06546406283467;-1.5152175762719;-0.67979408096987;-0.899539353117647;"P800046ABAL"
"P800046ABAL_clim.24";1984;-0.952619710984328;-0.832355930524574;-0.00175021584757913;-0.290956417048331;"P800046ABAL"
"P800046ABAL_clim.25";1985;-1.06819162709658;-0.270134392440969;0.342275989273766;0.554596190412592;"P800046ABAL"
"P800046ABAL_clim.26";1986;-1.05776831029202;-1.24067811509655;-0.123451559014043;-0.374837668990961;"P800046ABAL"
"P800046ABAL_clim.27";1987;-0.310014150445037;-0.464025664863587;0.615512142064537;0.923662261415542;"P800046ABAL"
"P800046ABAL_clim.28";1988;-0.745607177200869;-0.845256546177074;-0.24963837266905;-0.298139750187546;"P800046ABAL"
"P800046ABAL_clim.29";1989;-0.304670715466648;-0.304768237133353;0.205764509883142;-0.000281852149388676;"P800046ABAL"
"P800046ABAL_clim.30";1990;-1.19560461759526;-1.22653397054088;0.263014445189947;0.0987313160543659;"P800046ABAL"
"P800046ABAL_clim.31";1991;-0.534868157076822;-1.31070401333043;0.044968055374664;-0.177769680249399;"P800046ABAL"
"P800046ABAL_clim.32";1992;-2.45240194844138;-2.59780080329031;-0.803391531692355;-0.762412024882644;"P800046ABAL"
"P800046ABAL_clim.33";1993;-1.94288707765901;-1.79661818449371;-0.71500382166458;-0.772064136173811;"P800046ABAL"
"P800046ABAL_clim.34";1994;-1.28555991118353;-0.674098446194443;0.32761408242989;0.348791799209972;"P800046ABAL"
"P800046ABAL_clim.35";1995;-1.4147649070006;0.105770105976821;0.436698824993228;0.587866778367858;"P800046ABAL"
"P800046ABAL_clim.36";1996;-0.191781969331498;0.120236466963242;0.69298995015583;0.755761686929427;"P800046ABAL"
"P800046ABAL_clim.37";1997;-0.217410765623027;0.224827792307049;0.719671511505069;1.56068178882295;"P800046ABAL"
"P800046ABAL_clim.38";1998;-1.04359342286679;-0.314423489419753;0.313991067298634;0.174120764978688;"P800046ABAL"
"P800046ABAL_clim.39";1999;-1.15116083908511;-1.20366818950417;-0.0666892673997787;0.227198326930366;"P800046ABAL"
"P800046ABAL_clim.40";2000;-1.40333500347703;-0.857357674912379;-0.308637891152618;0.613479694757578;"P800046ABAL"
"P800046ABAL_clim.41";2001;-0.942045164529559;0.120828980441633;0.700539810178188;1.11293321935411;"P800046ABAL"
"P800046ABAL_clim.42";2002;-1.63580439231687;-1.55677300019083;-0.0966988850727174;-0.30976292871972;"P800046ABAL"
"P800046ABAL_clim.43";2003;-2.32271039110455;-2.0778225841289;-0.936788018832064;-1.38439810020138;"P800046ABAL"
"P800046ABAL_clim.44";2004;-0.932867862244637;-0.8975639966503;-0.307282578413168;-0.291995779062918;"P800046ABAL"
"P800046ABAL_clim.45";2005;-1.35603495089469;-0.238689297360993;0.0164936054865552;0.264930582874255;"P800046ABAL"
"P800046ABAL_clim.46";2006;-2.65464902736198;-1.04049842929212;-0.0829863132474765;0.498415243331542;"P800046ABAL"
"P800046ABAL_clim.47";2007;-1.84967164278938;-1.1134417486263;-0.20924523374532;-0.586603535113763;"P800046ABAL"
"P800046ABAL_clim.48";2008;-1.45405284433805;-0.996732508576712;-0.170809115448086;-0.245490652836867;"P800046ABAL"
"P800046ABAL_clim.49";2009;-2.18369140076956;-1.49876232947595;-0.723801675816827;-0.252889073222349;"P800046ABAL"
"P800046ABAL_clim.50";2010;-0.319996917402704;-0.755391359616349;0.69361090423607;1.09560434916348;"P800046ABAL"
"P800046ABAL_clim.51";2011;-1.67692129141962;-1.64339252220748;-0.22662752328688;-0.369546244786822;"P800046ABAL"
"P800046ABAL_clim.52";2012;-1.37636292017023;-2.21627111319688;-0.603645421137398;-1.2666971823519;"P800046ABAL"
"P800046ABAL_clim.53";2013;-2.26753847295465;-1.03934775887881;-0.239207396749056;-0.215501279159182;"P800046ABAL"
"P800046ABAL_clim.54";2014;-1.04701988426765;-1.12264709757836;0.412817866688582;0.163176816827621;"P800046ABAL"
"P800046ABAL_clim.55";2015;-1.75566374778633;-2.38911913383129;-1.07152121424188;-1.67233881664654;"P800046ABAL"
