"year";"min_spei1";"min_spei3";"mean_spei1";"mean_spei3";"site"
"P800040PISY_clim.54";2014;-1.16563578084798;-2.0709169078888;0.167811516910994;-0.550205995950033;"P800040PISY"
"P800040PISY_clim.55";2015;-1.82144150559537;-2.15168357051102;-0.612005390656529;-1.3227210903051;"P800040PISY"
"P800040PISY_clim.56";2016;-1.38505822779094;-0.915450703183548;-0.279534371980921;-0.174124086025333;"P800040PISY"
"P800040PISY_clim.57";2017;-1.72838169425698;-1.89711668317038;-0.314596969792406;-1.01345948016932;"P800040PISY"
"P800040PISY_clim.58";2018;-1.85518304023828;-1.72821396661703;-0.670286695630017;-1.40437021581613;"P800040PISY"
"P800040PISY_clim.59";2019;-1.93627799538374;-1.58806966027558;-0.223320759734982;-0.562997454481037;"P800040PISY"
"P800040PISY_clim.60";2020;-1.0717100670502;-1.19015183541169;0.314284225085379;0.342349143096257;"P800040PISY"
"P800044PCAB_clim.1";1961;-1.35023213678998;-0.56566460732414;0.037509870402038;0.090498417303622;"P800044PCAB"
"P800044PCAB_clim.2";1962;-1.0937841891403;-1.48486436818674;0.0930314177380835;0.474810569951949;"P800044PCAB"
"P800044PCAB_clim.3";1963;-1.73376428266862;-0.344874043697212;0.274801504573082;0.535367407637531;"P800044PCAB"
"P800044PCAB_clim.4";1964;-1.17698626324192;-0.49276159951739;-0.223566653815673;-0.120962170363667;"P800044PCAB"
"P800044PCAB_clim.5";1965;-0.187435662254434;1.10035599123021;1.01889081493894;1.67641719944577;"P800044PCAB"
"P800044PCAB_clim.6";1966;-0.54837710509424;-0.383611718234444;0.52833508123167;0.783191610157942;"P800044PCAB"
"P800044PCAB_clim.7";1967;-0.849265726992101;-1.20037751107205;-0.0684575743248411;-0.707362380884083;"P800044PCAB"
"P800044PCAB_clim.8";1968;-0.560244257958794;-1.05993719500138;0.681540615845935;0.746805820634918;"P800044PCAB"
"P800044PCAB_clim.9";1969;-1.2607695953337;-0.534281812977241;-0.167868862747565;0.325209677894456;"P800044PCAB"
"P800044PCAB_clim.10";1970;-0.889118005180567;-0.0640895115754502;0.345896149198784;1.22017322580802;"P800044PCAB"
"P800044PCAB_clim.11";1971;-0.77356997837082;-0.732384287264343;-0.153763445923812;-0.28854358987301;"P800044PCAB"
"P800044PCAB_clim.12";1972;-1.0353504036033;-0.438271086363357;0.366954714996991;0.406048952547051;"P800044PCAB"
"P800044PCAB_clim.13";1973;-1.61799442104873;-1.41951894814965;-0.23003064125164;-0.555133291989245;"P800044PCAB"
"P800044PCAB_clim.14";1974;-1.11468441145631;-1.96014756837745;0.0403927428457262;-0.135257957630925;"P800044PCAB"
"P800044PCAB_clim.15";1975;-1.71825251312213;-1.34838345245661;-0.348588298514753;-0.417644018133695;"P800044PCAB"
"P800044PCAB_clim.16";1976;-1.52513636570622;-1.64868706674072;-0.365122348902631;-0.990659829581352;"P800044PCAB"
"P800044PCAB_clim.17";1977;-0.91039561751382;-0.125062940460682;0.433706024412954;0.661589747818606;"P800044PCAB"
"P800044PCAB_clim.18";1978;-0.398297478887008;-0.305313927547582;0.164078113720717;0.13504350940268;"P800044PCAB"
"P800044PCAB_clim.19";1979;-1.21858200276058;0.22514198503905;0.346859145590782;0.713546582371129;"P800044PCAB"
"P800044PCAB_clim.20";1980;-0.354980409118586;0.249106714408072;0.369021586495098;0.476574194513991;"P800044PCAB"
"P800044PCAB_clim.21";1981;-0.693823236658528;-0.468160724009175;0.158806172823097;0.162151274138193;"P800044PCAB"
"P800044PCAB_clim.22";1982;-1.39641217538026;-1.51113157367463;-0.449589811949027;-0.93011491832618;"P800044PCAB"
"P800044PCAB_clim.23";1983;-1.67756705503076;-1.99999783091199;-0.440899650485578;-0.829177653999249;"P800044PCAB"
"P800044PCAB_clim.24";1984;-1.03853275867187;-0.622694318750484;0.18031821852727;0.244481147061385;"P800044PCAB"
"P800044PCAB_clim.25";1985;-1.07605907887922;-0.343165078521192;0.267655557057629;0.598998457237479;"P800044PCAB"
"P800044PCAB_clim.26";1986;-0.98337518428582;-0.956490853512884;-0.0715700160404528;-0.190858975142968;"P800044PCAB"
"P800044PCAB_clim.27";1987;-0.735267481597202;-0.384573376367545;0.304544586076688;0.523284532014087;"P800044PCAB"
"P800044PCAB_clim.28";1988;-0.949435885616336;-1.03091969291433;-0.13788606189694;-0.295004543430822;"P800044PCAB"
"P800044PCAB_clim.29";1989;-0.9051353566059;-1.0001420779943;-0.117537581696422;-0.609280560314524;"P800044PCAB"
"P800044PCAB_clim.30";1990;-1.47201369443988;-0.603135198335169;0.349181162900141;0.266237010679937;"P800044PCAB"
"P800044PCAB_clim.31";1991;-0.752196510064836;-0.87520882983279;0.106483782976162;0.113931874402129;"P800044PCAB"
"P800044PCAB_clim.32";1992;-2.12534636436669;-2.65369425861945;-0.803307328612615;-1.05200791668803;"P800044PCAB"
"P800044PCAB_clim.33";1993;-1.6657344527825;-1.77819810350935;-0.486295295001317;-0.70308982178297;"P800044PCAB"
