"std";"res";"samp.depth";"site_code";"species";"year";"site_age";"management_type";"species_composition"
"1961";0.951260573450988;1.0832922030652;7;"P800040PISY";"PISY";1961;65;"Managed";"Mixed"
"1962";1.00706065033608;1.07089625495921;7;"P800040PISY";"PISY";1962;66;"Managed";"Mixed"
"1963";0.930054175137668;0.92859697304667;7;"P800040PISY";"PISY";1963;67;"Managed";"Mixed"
"1964";0.882092289484855;0.931404464885404;7;"P800040PISY";"PISY";1964;68;"Managed";"Mixed"
"1965";1.00601121752785;0.936101932752875;7;"P800040PISY";"PISY";1965;69;"Managed";"Mixed"
"1966";1.07829315673194;1.14753110183856;7;"P800040PISY";"PISY";1966;70;"Managed";"Mixed"
"1967";0.940841092854768;0.793727587294806;7;"P800040PISY";"PISY";1967;71;"Managed";"Mixed"
"1968";0.884894414526776;1.00672907589035;7;"P800040PISY";"PISY";1968;72;"Managed";"Mixed"
"1969";0.807332571736666;0.868424611122742;7;"P800040PISY";"PISY";1969;73;"Managed";"Mixed"
"1970";0.872567058331744;1.04565607158106;7;"P800040PISY";"PISY";1970;74;"Managed";"Mixed"
"1971";0.701549458468705;0.816872517540312;7;"P800040PISY";"PISY";1971;75;"Managed";"Mixed"
"1972";0.775333131591051;1.04148280158618;7;"P800040PISY";"PISY";1972;76;"Managed";"Mixed"
"1973";0.791292461190666;0.864938865523765;7;"P800040PISY";"PISY";1973;77;"Managed";"Mixed"
"1974";0.657092967056796;0.872912138722547;7;"P800040PISY";"PISY";1974;78;"Managed";"Mixed"
"1975";0.603901074004559;0.913625705790612;7;"P800040PISY";"PISY";1975;79;"Managed";"Mixed"
"1976";0.404106861697239;0.758627238284078;7;"P800040PISY";"PISY";1976;80;"Managed";"Mixed"
"1977";0.524623208885787;1.01941715732169;7;"P800040PISY";"PISY";1977;81;"Managed";"Mixed"
"1978";0.629954419839427;1.03201470037977;7;"P800040PISY";"PISY";1978;82;"Managed";"Mixed"
"1979";0.766172215823664;1.0668579405978;7;"P800040PISY";"PISY";1979;83;"Managed";"Mixed"
"1980";0.679911598056591;0.813387179947763;7;"P800040PISY";"PISY";1980;84;"Managed";"Mixed"
"1981";0.681316496527756;0.999931544837785;7;"P800040PISY";"PISY";1981;85;"Managed";"Mixed"
"1982";0.834005177908486;1.11301593451654;7;"P800040PISY";"PISY";1982;86;"Managed";"Mixed"
"1983";0.642402382412814;0.809727860616777;7;"P800040PISY";"PISY";1983;87;"Managed";"Mixed"
"1984";0.718453168876518;1.07129505069545;7;"P800040PISY";"PISY";1984;88;"Managed";"Mixed"
"1985";0.721664332059626;0.918767457532152;7;"P800040PISY";"PISY";1985;89;"Managed";"Mixed"
"1986";0.750803437778385;0.974067922239614;7;"P800040PISY";"PISY";1986;90;"Managed";"Mixed"
"1987";0.768872154540321;1.01549497017272;7;"P800040PISY";"PISY";1987;91;"Managed";"Mixed"
"1988";0.876051404320445;1.00398076488284;7;"P800040PISY";"PISY";1988;92;"Managed";"Mixed"
"1989";1.01989311707496;1.1190387830163;7;"P800040PISY";"PISY";1989;93;"Managed";"Mixed"
"1990";0.895273934802604;0.94708697656987;7;"P800040PISY";"PISY";1990;94;"Managed";"Mixed"
"1991";0.647446155984;0.777308318909095;7;"P800040PISY";"PISY";1991;95;"Managed";"Mixed"
"1992";0.506355260201447;0.861112483585431;7;"P800040PISY";"PISY";1992;96;"Managed";"Mixed"
"1993";0.401952399911833;0.833296561561477;7;"P800040PISY";"PISY";1993;97;"Managed";"Mixed"
"1994";0.466273849118545;0.923887161987919;7;"P800040PISY";"PISY";1994;98;"Managed";"Mixed"
"1995";0.490599627490294;0.961702811710116;7;"P800040PISY";"PISY";1995;99;"Managed";"Mixed"
"1996";0.476447734450405;0.855823790701123;7;"P800040PISY";"PISY";1996;100;"Managed";"Mixed"
"1997";0.697282462913932;1.12727848836148;7;"P800040PISY";"PISY";1997;101;"Managed";"Mixed"
"1998";0.816118101839607;1.01860304137991;7;"P800040PISY";"PISY";1998;102;"Managed";"Mixed"
"1999";0.887499752005568;1.10663415335704;7;"P800040PISY";"PISY";1999;103;"Managed";"Mixed"
"2000";0.993756729893307;1.13806414946531;7;"P800040PISY";"PISY";2000;104;"Managed";"Mixed"
"2001";0.741803485408918;0.778543186768077;7;"P800040PISY";"PISY";2001;105;"Managed";"Mixed"
"2002";0.726495221706674;0.97538985328388;7;"P800040PISY";"PISY";2002;106;"Managed";"Mixed"
"2003";0.734246443130895;0.921875739700714;7;"P800040PISY";"PISY";2003;107;"Managed";"Mixed"
"2004";0.806261890112772;0.994586867301005;7;"P800040PISY";"PISY";2004;108;"Managed";"Mixed"
"2005";0.7514912465978;0.979083598706122;7;"P800040PISY";"PISY";2005;109;"Managed";"Mixed"
"2006";0.662638318007098;0.875542036432418;7;"P800040PISY";"PISY";2006;110;"Managed";"Mixed"
"2007";0.767154546291113;1.01744966495419;7;"P800040PISY";"PISY";2007;111;"Managed";"Mixed"
"2008";0.799959259867187;1.04022994851601;7;"P800040PISY";"PISY";2008;112;"Managed";"Mixed"
"2009";1.06518417454372;1.09682812211428;7;"P800040PISY";"PISY";2009;113;"Managed";"Mixed"
"2010";0.936949982185805;0.896297466550119;7;"P800040PISY";"PISY";2010;114;"Managed";"Mixed"
"2011";1.04329139790643;1.21046667027652;7;"P800040PISY";"PISY";2011;115;"Managed";"Mixed"
"2012";0.767992296544659;0.797681663100392;7;"P800040PISY";"PISY";2012;116;"Managed";"Mixed"
"2013";0.611959215163867;0.830953532454212;7;"P800040PISY";"PISY";2013;117;"Managed";"Mixed"
"2014";0.709060476854647;1.06552264826471;7;"P800040PISY";"PISY";2014;118;"Managed";"Mixed"
"2015";0.577561684758385;0.780175244714238;7;"P800040PISY";"PISY";2015;119;"Managed";"Mixed"
"2016";0.786531192318367;1.08050501661035;7;"P800040PISY";"PISY";2016;120;"Managed";"Mixed"
"2017";0.710655165731045;0.83910919085154;7;"P800040PISY";"PISY";2017;121;"Managed";"Mixed"
"2018";0.550902065391806;0.813740941137747;7;"P800040PISY";"PISY";2018;122;"Managed";"Mixed"
"2019";0.527587567876808;0.957889718914097;7;"P800040PISY";"PISY";2019;123;"Managed";"Mixed"
"2020";0.828163169860191;1.24549168883026;7;"P800040PISY";"PISY";2020;124;"Managed";"Mixed"
"19611";1.57939489635045;0.941838833291244;7;"P800044PCAB";"PCAB";1961;79;"Managed";"Mixed"
"19621";1.2023881013824;0.570269461605103;7;"P800044PCAB";"PCAB";1962;80;"Managed";"Mixed"
"19631";1.50574483359071;1.35542181117176;7;"P800044PCAB";"PCAB";1963;81;"Managed";"Mixed"
"19641";0.818334691739058;0.767396803098446;7;"P800044PCAB";"PCAB";1964;82;"Managed";"Mixed"
"19651";1.13946144769161;0.870413148968682;7;"P800044PCAB";"PCAB";1965;83;"Managed";"Mixed"
"19661";1.444311627178;1.37415081722081;7;"P800044PCAB";"PCAB";1966;84;"Managed";"Mixed"
"19671";1.28554262607118;0.859017600628726;7;"P800044PCAB";"PCAB";1967;85;"Managed";"Mixed"
"19681";1.33253609767308;0.994899793309146;7;"P800044PCAB";"PCAB";1968;86;"Managed";"Mixed"
"19691";1.18688642403201;1.02346805322796;7;"P800044PCAB";"PCAB";1969;87;"Managed";"Mixed"
"19701";1.5510093210979;1.26183065508146;7;"P800044PCAB";"PCAB";1970;88;"Managed";"Mixed"
"19711";0.972229553741943;0.816215087098188;7;"P800044PCAB";"PCAB";1971;89;"Managed";"Mixed"
"19721";1.2466413537118;1.12532811174967;7;"P800044PCAB";"PCAB";1972;90;"Managed";"Mixed"
"19731";0.667630736040022;0.559570100255811;7;"P800044PCAB";"PCAB";1973;91;"Managed";"Mixed"
"19741";0.350399274839452;0.507478129042951;7;"P800044PCAB";"PCAB";1974;92;"Managed";"Mixed"
"19751";0.768435107517161;1.1427510068886;7;"P800044PCAB";"PCAB";1975;93;"Managed";"Mixed"
"19761";0.420961992066835;0.688173221542708;7;"P800044PCAB";"PCAB";1976;94;"Managed";"Mixed"
"19771";0.973373902040116;1.0725937065107;7;"P800044PCAB";"PCAB";1977;95;"Managed";"Mixed"
"19781";1.11048125308079;1.31808320637311;7;"P800044PCAB";"PCAB";1978;96;"Managed";"Mixed"
"19791";0.961754756690643;0.914325822164877;7;"P800044PCAB";"PCAB";1979;97;"Managed";"Mixed"
"19801";0.675707074218613;0.811764995164691;7;"P800044PCAB";"PCAB";1980;98;"Managed";"Mixed"
"19811";1.29485007515899;1.63245175922239;7;"P800044PCAB";"PCAB";1981;99;"Managed";"Mixed"
"19821";0.973356621967606;0.894036273560281;7;"P800044PCAB";"PCAB";1982;100;"Managed";"Mixed"
