"site_code";"species";"elevation";"coord_x";"coord_y";"management_type";"site_category";"sample_depth";"year";"max_cambial_age";"cambial_age_range";"cambial_age";"cv_TRW";"sd_RWI";"cv_RWI";"mid_TRW";"mean_temp";"resid_temp";"mean_cwb";"last5";"normal_temp";"normal_cwb";"max_age";"max_range";"median_age";"median_range";"sox";"sothf";"nox";"nh";"nsum";"pH_FH";"C.N_FH";"pH_L1";"C.N_L1";"resid_cwb";"log_cv_TRW";"log_sd_RWI";"log_cv_RWI"
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1961;78;51;45;0.256190479585075;0.409469924000168;0.256785150593741;3.80357142857143;14.7007145881653;-0.0238336483637518;-27.0101155381;3.56757142857143;14.6472258958203;-25.807775232822;134;51;73;51;9.24723529815674;44.9417953491211;3.70273852348328;5.22949028015137;8.93222904205322;4.848;23.1;5.002;15;1.20234030527796;-1.36183405029944;-0.892891824051313;-1.35951553362898
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1962;79;51;46;0.302854645422758;0.530556496604705;0.437276656421187;2.77071428571429;13.4414801597595;-1.28306807676952;-23.8469854462277;3.64028571428571;14.6472258958203;-25.807775232822;134;51;73;51;9.80297088623047;47.9759178161621;3.92584037780762;5.42067623138428;9.34651660919189;4.848;23.1;5.002;15;-1.96078978659434;-1.194502306651;-0.633828829699896;-0.827189203142473
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1963;80;51;47;0.282188598012452;0.599758827258895;0.381726782300572;3.68357142857143;15.1173326174418;0.392784380912772;-13.4739222017083;3.576;14.6472258958203;-25.807775232822;134;51;73;51;9.76087093353271;48.065357208252;3.91133594512939;5.34969854354858;9.26103496551514;4.848;23.1;5.002;15;-12.3338530311137;-1.26517964430438;-0.511227659139891;-0.963050155853917
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1964;81;51;48;0.399357113793729;0.582153163685626;0.579771715250682;2.23785714285714;14.5554456710815;-0.169102565447499;-34.6452647133623;3.72471428571429;14.6472258958203;-25.807775232822;134;51;73;51;8.59875869750977;42.4892845153809;3.44379472732544;4.72020626068115;8.16400051116943;4.848;23.1;5.002;15;8.83748948054027;-0.917899240346248;-0.541021698028564;-0.545120847315653
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1965;82;51;49;0.250452381298737;0.439529659261634;0.383739179375653;2.61714285714286;12.996955315272;-1.72759292125702;10.9260689952107;3.38171428571429;14.6472258958203;-25.807775232822;134;51;73;51;10.8852710723877;53.6840515136719;4.3863320350647;6.00709104537964;10.3934230804443;4.848;23.1;5.002;15;-36.7338442280327;-1.38448647114331;-0.822050080034574;-0.957792177544977
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1966;83;51;50;0.351920354774892;0.690200755497473;0.468649906625981;3.36785714285714;14.1231133143107;-0.601434922218317;-5.48921377677464;3.02257142857143;14.6472258958203;-25.807775232822;134;51;73;51;11.0697498321533;54.6940650939941;4.42315864562988;6.14780521392822;10.5709638595581;4.848;23.1;5.002;15;-20.3185614560474;-1.04435039382985;-0.370772773712237;-0.757899257030074
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1967;84;51;51;0.226753227823031;0.315086697691934;0.242088549257445;3.09071428571429;15.0648876825969;0.340339446067823;-32.7409609470146;2.93542857142857;14.6472258958203;-25.807775232822;134;51;73;51;7.29955196380615;36.0017356872559;2.91398167610168;4.15978956222534;7.07377147674561;4.848;23.1;5.002;15;6.93318571419256;-1.483892954926;-1.1549074472575;-1.41845171373023
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1968;85;51;52;0.266446141024827;0.265295559500655;0.195042452468142;3.28714285714286;14.4464050928752;-0.27814314365388;1.52246865927638;2.99942857142857;14.6472258958203;-25.807775232822;134;51;73;51;10.4559717178345;51.8435516357422;4.18789100646973;5.74401235580444;9.93190288543701;4.848;23.1;5.002;15;-27.3302438920984;-1.3225831532685;-1.32691075563153;-1.63453803914785
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1969;86;51;53;0.196772520032874;0.234882757410979;0.197628839962083;2.83;14.5237017472585;-0.200846489270543;-27.0633269308876;2.92014285714286;14.6472258958203;-25.807775232822;134;51;73;51;9.33563041687012;46.5885467529297;3.71813416481018;5.19182109832764;8.90995502471924;4.848;23.1;5.002;15;1.25555169806557;-1.62570693809301;-1.44866879396644;-1.6213645530931
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1970;87;51;54;0.224782011426677;0.451548632579431;0.29758676032615;3.53857142857143;13.6677626768748;-1.05678555965423;-12.2068382771201;3.03857142857143;14.6472258958203;-25.807775232822;134;51;73;51;11.3908271789551;57.075309753418;4.58241176605225;6.52141523361206;11.1038274765015;4.848;23.1;5.002;15;-13.6009369557019;-1.49262418450836;-0.795072198571542;-1.21204946516421
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1971;88;51;55;0.124700910160537;0.26262535643653;0.272517519544332;2.22714285714286;14.4222141901652;-0.302334046363832;-35.9597502708183;3.22285714285714;14.6472258958203;-25.807775232822;134;51;73;51;8.03557109832764;41.0503158569336;3.10006165504456;4.60458183288574;7.70464372634888;4.848;23.1;5.002;15;10.1519750379963;-2.08183712752136;-1.33702676261074;-1.30005237503967
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1972;89;51;56;0.155736687073104;0.298562202550049;0.238031155251935;2.94285714285714;13.5733748277028;-1.15117340882619;-17.1550775667743;2.99471428571429;14.6472258958203;-25.807775232822;134;51;73;51;8.12406158447266;41.5775375366211;3.14371490478516;4.71531391143799;7.85902881622314;4.848;23.1;5.002;15;-8.65269766604774;-1.85958860122403;-1.2087769841061;-1.435353709458
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1973;90;51;57;0.108566618571727;0.18174407249478;0.268801496252174;1.56785714285714;14.1364323298136;-0.588115906715389;-38.1887672046855;2.96514285714286;14.6472258958203;-25.807775232822;134;51;73;51;7.05961751937866;36.0805816650391;2.76044821739197;4.20347833633423;6.96392631530762;4.848;23.1;5.002;15;12.3809919718635;-2.22039129836729;-1.70515577660912;-1.3137821039343
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1974;91;51;58;0.316890903455016;0.106996634489947;0.289890698150638;0.883571428571429;13.6657556692759;-1.0587925672531;-24.1321779539095;2.62128571428571;14.6472258958203;-25.807775232822;134;51;73;51;9.62174797058105;49.2598838806152;3.75779557228088;5.73446273803711;9.49225807189941;4.848;23.1;5.002;15;-1.67559727891253;-1.14919771747789;-2.23495789837988;-1.23825132997621
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1975;92;51;59;0.181699115582043;0.137439486764218;0.178844658991334;1.82571428571429;14.7267750104268;0.00222677389779591;-38.3698764865142;2.232;14.6472258958203;-25.807775232822;134;51;73;51;8.1242504119873;41.7481498718262;3.17784428596497;4.84879732131958;8.02664184570312;4.848;23.1;5.002;15;12.5621012536922;-1.70540317105447;-1.98457155500653;-1.72123767678517
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1976;93;51;60;0.210527229116537;0.122588074320875;0.285900967407997;1.00714285714286;13.9431964556376;-0.781351780891406;-42.1617290509202;1.88942857142857;14.6472258958203;-25.807775232822;134;51;73;51;8.20844268798828;42.3105888366699;3.21311855316162;4.95559787750244;8.16871643066406;4.848;23.1;5.002;15;16.3539538180982;-1.55814027975241;-2.09892553328742;-1.25210979593103
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1977;94;51;61;0.284804464723573;0.29563839728642;0.301193374425429;2.32357142857143;13.3819484710693;-1.34259976545969;-13.7297396237203;1.64542857142857;14.6472258958203;-25.807775232822;134;51;73;51;11.838002204895;61.197193145752;4.6363673210144;7.32759094238281;11.9639587402344;4.848;23.1;5.002;15;-12.0780356091017;-1.25595242286926;-1.21861820224636;-1.20000278055787
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1978;95;51;62;0.192567490169489;0.31152293453637;0.287381656551901;2.50857142857143;12.6380968093872;-2.08645142714184;-25.606263091589;1.52157142857143;14.6472258958203;-25.807775232822;134;51;73;51;8.13435363769531;42.1275787353516;3.19361567497253;5.11112260818481;8.30473804473877;4.848;23.1;5.002;15;-0.201512141233035;-1.64730858841646;-1.16628231734493;-1.24694413287205
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1979;96;51;63;0.268187300737214;0.405931509086524;0.419527205335206;2.19214285714286;13.8961855570475;-0.828362679481494;-17.5093920312611;1.70971428571429;14.6472258958203;-25.807775232822;134;51;73;51;11.184365272522;57.9529991149902;4.36912775039673;7.0135931968689;11.3827209472656;4.848;23.1;5.002;15;-8.29838320156093;-1.31606965922871;-0.901570830442537;-0.868626903365492
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1980;97;51;64;0.243410579445761;0.201009056626396;0.285274390069265;1.66714285714286;12.6047733624776;-2.11977487405139;-18.1794480976521;1.97142857142857;14.6472258958203;-25.807775232822;134;51;73;51;9.0740385055542;46.9362945556641;3.59054899215698;5.8644700050354;9.45501899719238;4.848;23.1;5.002;15;-7.62832713516994;-1.41300563410723;-1.60440531409537;-1.2543037897085
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1981;98;51;65;0.33843241303003;0.347117370623286;0.279123952655183;2.98928571428571;14.2747938632965;-0.449754373232535;-22.4761394689994;1.93971428571429;14.6472258958203;-25.807775232822;134;51;73;51;12.1825761795044;63.0318298339844;4.80030632019043;7.78142833709717;12.5817346572876;4.848;23.1;5.002;15;-3.33163576382264;-1.08343087265132;-1.0580923123557;-1.27609932107182
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1982;99;51;66;0.440719870724154;0.312398752145613;0.314237832112835;2.48214285714286;14.8495788574219;0.125030620892842;-43.2072007137033;2.33614285714286;14.6472258958203;-25.807775232822;134;51;73;51;6.88629817962646;35.6384353637695;2.70534658432007;4.38743543624878;7.09278202056885;4.848;23.1;5.002;15;17.3994254808813;-0.819345819146467;-1.16347485543683;-1.1576051526661
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1983;100;51;67;0.358146166620276;0.226876629494842;0.330180638295188;1.63785714285714;15.6775132815043;0.952965044975281;-43.7982608203487;2.36785714285714;14.6472258958203;-25.807775232822;134;51;73;51;8.29497909545898;42.9397621154785;3.26394295692444;5.33129501342773;8.59523773193359;4.848;23.1;5.002;15;17.9904855875267;-1.02681408925894;-1.4833488916424;-1.1081153855109
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1984;101;51;68;0.407468790379279;0.234528805785929;0.425527965222024;1.28071428571429;13.3487471739451;-1.3758010625839;-24.1437883746089;2.19371428571429;14.6472258958203;-25.807775232822;134;51;73;51;9.95440006256104;51.543083190918;3.91926622390747;6.39389848709106;10.3131647109985;4.848;23.1;5.002;15;-1.66398685821314;-0.897790937260541;-1.45017685946751;-0.854424609927387
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1985;102;51;69;0.36102349329717;0.404703402793768;0.542488169858696;1.67357142857143;13.884173711141;-0.840374525388077;-11.3402943694031;2.01142857142857;14.6472258958203;-25.807775232822;134;51;73;51;11.3107347488403;58.1696510314941;4.54894828796387;7.32546615600586;11.8744144439697;4.848;23.1;5.002;15;-14.4674808634189;-1.01881224438125;-0.904600818947457;-0.611589000517373
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1986;103;51;70;0.230691389417161;0.29952545252701;0.389868405438211;1.75357142857143;14.5127422014872;-0.211806035041835;-27.4179788188856;2.01271428571429;14.6472258958203;-25.807775232822;134;51;73;51;8.81664371490479;45.1955490112305;3.57231402397156;5.78177213668823;9.35408592224121;4.848;23.1;5.002;15;1.61020358606357;-1.46667443822173;-1.20555588164182;-0.941946018751346
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1987;104;51;71;0.270811518047203;0.375854603290201;0.335453278926262;2.635;14.0201601982117;-0.704388038317363;-16.067287137653;1.76557142857143;14.6472258958203;-25.807775232822;134;51;73;51;10.988655090332;56.3244285583496;4.45067501068115;7.08213567733765;11.5328102111816;4.848;23.1;5.002;15;-9.74048809516903;-1.30633220543937;-0.978552903754531;-1.09227259031163
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1988;105;51;72;0.20868730499018;0.23766848884647;0.26558481570742;2.11357142857143;14.7025577227275;-0.021990513801569;-32.9105649104438;1.79614285714286;14.6472258958203;-25.807775232822;134;51;73;51;9.4116792678833;48.0522956848145;3.87430047988892;6.26103925704956;10.1353397369385;4.848;23.1;5.002;15;7.10278967762177;-1.56691829573726;-1.43687848030965;-1.32582103279039
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1989;106;51;73;0.31932190308797;0.159382002372164;0.179693775568139;2.16142857142857;14.5892949104309;-0.135253326098111;-35.3753647470694;1.89128571428571;14.6472258958203;-25.807775232822;134;51;73;51;6.85280561447144;34.878547668457;2.82046818733215;4.60232591629028;7.42279386520386;4.848;23.1;5.002;15;9.56758951424736;-1.14155558440779;-1.83645142758183;-1.71650112369938
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1990;107;51;74;0.250493099885937;0.231962294103886;0.286368850018273;1.90857142857143;14.052796125412;-0.671752111117028;-18.8989516735386;2.06742857142857;14.6472258958203;-25.807775232822;134;51;73;51;9.51786422729492;48.1868591308594;3.90028047561646;6.38380098342896;10.2840814590454;4.848;23.1;5.002;15;-6.90882355928343;-1.38432390420212;-1.4611804459388;-1.25047461371355
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1991;108;51;75;0.203590446221028;0.158325069427307;0.249132846291959;1.49142857142857;13.9834977785746;-0.741050457954405;-23.5135608775907;2.11442857142857;14.6472258958203;-25.807775232822;134;51;73;51;8.78678894042969;44.1244049072266;3.63816499710083;5.45824289321899;9.09640789031982;4.848;23.1;5.002;15;-2.29421435523134;-1.59164491966496;-1.8431049580684;-1.38976900554341
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1992;109;51;76;0.223414989380938;0.143114364446591;0.268337624710462;1.25857142857143;15.9554060300191;1.23085779349007;-56.7287797457003;2.062;14.6472258958203;-25.807775232822;134;51;73;51;7.4063515663147;36.6407012939453;3.14777994155884;4.39371871948242;7.54149866104126;4.848;23.1;5.002;15;30.9210045128783;-1.49872429799568;-1.94411121697819;-1.31550929764977
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1993;110;51;77;0.280785965011546;0.163835635548955;0.416886128571154;0.902142857142857;14.8932186762492;0.168670439720149;-41.8290644589218;1.78671428571429;14.6472258958203;-25.807775232822;134;51;73;51;7.78090763092041;38.0942459106445;3.24605584144592;4.44505834579468;7.69111442565918;4.848;23.1;5.002;15;16.0212892260998;-1.27016259023224;-1.80889157598095;-0.874942167445402
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1994;111;51;78;0.333613420862021;0.195746130580918;0.434714556455684;1.04071428571429;15.8539420763652;1.12939383983613;-27.3836444171313;1.54442857142857;14.6472258958203;-25.807775232822;134;51;73;51;7.92308950424194;38.1252288818359;3.23224115371704;4.39507436752319;7.62731552124023;4.848;23.1;5.002;15;1.57586918430927;-1.09777237890502;-1.63093671145389;-0.833065655337588
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1995;112;51;79;0.295625910792746;0.238816215245607;0.365612113516803;1.52;14.7355613708496;0.0110131343206028;-15.2447739872806;1.32028571428571;14.6472258958203;-25.807775232822;134;51;73;51;7.95222520828247;37.644401550293;3.34093689918518;4.55447769165039;7.89541435241699;4.848;23.1;5.002;15;-10.5630012455414;-1.21866043883499;-1.43206099673044;-1.00618230669939
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1996;113;51;80;0.405452317094789;0.368776425117145;0.418423047802015;2.08785714285714;14.0384192466736;-0.686128989855451;-20.4121300233267;1.24257142857143;14.6472258958203;-25.807775232822;134;51;73;51;7.55673456192017;35.1410446166992;3.25374269485474;4.38755512237549;7.64129781723022;4.848;23.1;5.002;15;-5.39564520949533;-0.902752002736057;-0.997564712561028;-0.871262282179709
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1997;114;51;81;0.370223314428272;0.456570439421417;0.356994572172848;3.03285714285714;14.2795379161835;-0.445010320345554;2.65872228348001;1.36185714285714;14.6472258958203;-25.807775232822;134;51;73;51;8.75022220611572;38.9604988098145;4.05293798446655;5.31800317764282;9.37094116210938;4.848;23.1;5.002;15;-28.466497516302;-0.993648902899586;-0.784012287627374;-1.0300347013157
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1998;115;51;82;0.360791933397187;0.337549904328206;0.344405860229319;2.33642857142857;15.3946445782979;0.670096341768899;-16.9392858708752;1.71671428571429;14.6472258958203;-25.807775232822;134;51;73;51;7.05270385742188;28.9803695678711;3.70133090019226;4.70720815658569;8.40853881835938;4.848;23.1;5.002;15;-8.86848936194684;-1.0194538485902;-1.08604191492429;-1.06593449080875
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;1999;116;51;83;0.37478581530075;0.639235390433999;0.527869239953015;2.76571428571429;15.5603060722351;0.83575783570606;-36.1046200234451;2.00357142857143;14.6472258958203;-25.807775232822;134;51;73;51;4.98708820343018;18.4033946990967;2.94101643562317;3.74208855628967;6.68310499191284;4.848;23.1;5.002;15;10.2968447906231;-0.981400575383276;-0.447482519301179;-0.638906677550736
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2000;117;51;84;0.314629489997888;0.30848709057215;0.432080722482427;1.625;15.4971100489298;0.772561812400799;-41.4805979899572;2.34857142857143;14.6472258958203;-25.807775232822;134;51;73;51;5.37175989151001;18.8985252380371;3.15993714332581;4.18375444412231;7.3436918258667;4.848;23.1;5.002;15;15.6728227571352;-1.15635955467771;-1.17607528230755;-0.839142850595523
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2001;118;51;85;0.192550506531042;0.223034329575967;0.316180848016171;1.62357142857143;14.4007595380147;-0.323788698514324;-13.8156560709966;2.36957142857143;14.6472258958203;-25.807775232822;134;51;73;51;5.24621820449829;18.271146774292;3.14363646507263;4.17018938064575;7.3138256072998;4.848;23.1;5.002;15;-11.9921191618254;-1.64739678807788;-1.50042957508338;-1.15144092524997
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2002;119;51;86;0.33200845506701;0.262855874107623;0.454330043831728;1.33285714285714;15.5528400739034;0.828291837374366;-43.8535869300215;2.27671428571429;14.6472258958203;-25.807775232822;134;51;73;51;4.47216796875;14.7306880950928;2.78010296821594;3.68466091156006;6.46476411819458;4.848;23.1;5.002;15;18.0458116971995;-1.10259484332062;-1.33614940421055;-0.788931376262255
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2003;120;51;87;0.203139620180521;0.0457242586707876;0.13327121657896;0.823571428571429;16.0697994232178;1.34525118668874;-51.4347417994729;1.93671428571429;14.6472258958203;-25.807775232822;134;51;73;51;4.02659606933594;13.1988000869751;2.52086925506592;3.15294289588928;5.67381191253662;4.848;23.1;5.002;15;25.6269665666509;-1.59386175221497;-3.08512629761329;-2.01536900475385
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2004;121;51;88;0.293122874850876;0.117649562705072;0.363446632760299;0.752142857142857;14.5003004074097;-0.224247829119353;-38.9011830827394;1.63414285714286;14.6472258958203;-25.807775232822;134;51;73;51;4.66573190689087;14.930233001709;2.99302124977112;3.62830424308777;6.62132549285889;4.848;23.1;5.002;15;13.0934078499174;-1.22716338978356;-2.14004488072964;-1.01212280775172
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2005;122;51;89;0.289561839041862;0.163919912377299;0.333584447636647;1.16214285714286;14.9267764091492;0.202228172620138;-18.4755735509968;1.23142857142857;14.6472258958203;-25.807775232822;134;51;73;51;5.41444158554077;16.8251533508301;3.42581939697266;4.19405078887939;7.61987018585205;4.848;23.1;5.002;15;-7.33220168182524;-1.23938639841746;-1.80837730959715;-1.09785922937851
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2006;123;51;90;0.331585634663102;0.189555527559884;0.329261256433998;1.37928571428571;15.551916440328;0.827368203798919;-20.9469005042269;1.13885714285714;14.6472258958203;-25.807775232822;134;51;73;51;5.07277250289917;15.481671333313;3.25245046615601;3.96053457260132;7.21298503875732;4.848;23.1;5.002;15;-4.86087472859514;-1.10386917794075;-1.66307327595786;-1.11090375083685
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2007;124;51;91;0.41118834337241;0.326028915982354;0.576566406332969;1.26857142857143;15.7005079587301;0.975959722201015;-21.9708516407524;1.09;14.6472258958203;-25.807775232822;134;51;73;51;5.52724885940552;16.4155902862549;3.6189022064209;4.43923711776733;8.05813884735107;4.848;23.1;5.002;15;-3.83692359206963;-0.888703913072731;-1.12076920221661;-0.550664757124488
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2008;125;51;92;0.528703671893947;0.312004782030637;0.565573991736081;1.25428571428571;15.1353497505188;0.410801513989785;-37.4903755261947;1.07714285714286;14.6472258958203;-25.807775232822;134;51;73;51;3.5546441078186;9.25259780883789;2.48525238037109;3.06959342956543;5.55484580993652;4.848;23.1;5.002;15;11.6826002933727;-0.637327170627821;-1.16473676426884;-0.569914148950539
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2009;126;51;93;0.743495898808905;0.759564608267544;0.885128554365545;1.86285714285714;16.0889096260071;1.36436138947805;-32.4332451062305;1.16328571428571;14.6472258958203;-25.807775232822;134;51;73;51;4.89788103103638;12.4359683990479;3.40938711166382;4.05659055709839;7.46597766876221;4.848;23.1;5.002;15;6.62546987340847;-0.296392029157793;-0.275009893720912;-0.122022385353192
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2010;127;51;94;0.556639824396858;0.375515367628876;0.474681033702001;1.91142857142857;14.7496204376221;0.025072201093046;15.986165245195;1.38542857142857;14.6472258958203;-25.807775232822;134;51;73;51;5.65185022354126;14.4799098968506;3.88178896903992;4.64320278167725;8.52499103546143;4.848;23.1;5.002;15;-41.793940478017;-0.585836883048413;-0.979455882839416;-0.745112208505761
"P800044PCAB";"PCAB";455;17.176;49.103;"Managed";"moderate";7;2011;128;51;95;0.516587054703664;0.435525212480151;0.473451578144255;2.26285714285714;15.4746236801147;0.750075443585715;-39.5481884793212;1.53528571428571;14.6472258958203;-25.807775232822;134;51;73;51;3.32388758659363;8.33537578582764;2.23358035087585;2.72027945518494;4.95385980606079;4.848;23.1;5.002;15;13.7404132464992;-0.660511457280007;-0.831202591184726;-0.747705635272187
