"site_code";"species";"elevation";"coord_x";"coord_y";"management_type";"site_category";"sample_depth";"year";"max_cambial_age";"cambial_age_range";"cambial_age";"cv_TRW";"sd_RWI";"cv_RWI";"mid_TRW";"mean_temp";"resid_temp";"mean_cwb";"last5";"normal_temp";"normal_cwb";"max_age";"max_range";"median_age";"median_range";"sox";"sothf";"nox";"nh";"nsum";"pH_FH";"C.N_FH";"pH_L1";"C.N_L1";"resid_cwb";"log_cv_TRW";"log_sd_RWI";"log_cv_RWI"
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1961;69;43;56;0.29003967472469;0.63853434251089;0.379834436564298;3.20428571428571;13.414946715037;-0.334827372762874;-24.7680894112292;2.37742857142857;13.6766022269489;-16.2723269967694;125;43;84;43;11.9034290313721;60.3462333679199;4.50285625457764;5.92400598526001;10.4268627166748;4.502;22.8;4.793;13.6;8.49576241445976;-1.23773755596369;-0.448579818721217;-0.968019814455436
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1962;70;43;57;0.24246411182623;0.356318266727346;0.203171726151057;3.47428571428571;12.4965669314067;-1.25320715639326;-19.4508277349092;2.53857142857143;13.6766022269489;-16.2723269967694;125;43;84;43;12.2994451522827;62.6527633666992;4.6562671661377;5.97781133651733;10.6340780258179;4.502;22.8;4.793;13.6;3.17850073813976;-1.41690157202572;-1.03193093985585;-1.59370371591649
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1963;71;43;58;0.162148821860233;0.527280158472144;0.310319911102559;3.22785714285714;13.8088277180989;0.0590536302990241;-12.4740892244127;2.64871428571429;13.6766022269489;-16.2723269967694;125;43;84;43;11.8493490219116;60.6158180236816;4.49130725860596;5.70208501815796;10.1933927536011;4.502;22.8;4.793;13.6;-3.79823777235674;-1.81924071199537;-0.640023261691245;-1.17015154232069
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1964;72;43;59;0.227853525722652;0.639895331088773;0.38175166421885;3.13357142857143;13.7171309789022;-0.0326431088977355;4.97069761697375;2.87228571428571;13.6766022269489;-16.2723269967694;125;43;84;43;15.2300844192505;78.094856262207;5.77101182937622;7.33624219894409;13.1072540283203;4.502;22.8;4.793;13.6;-21.2430246137432;-1.47905228751594;-0.446450661177182;-0.962984975446008
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1965;73;43;60;0.184787755168728;0.471952158717676;0.279416495384223;3.24142857142857;11.9547877311707;-1.79498635662926;15.2562755101252;3.07914285714286;13.6766022269489;-16.2723269967694;125;43;84;43;14.3705682754517;73.5901489257812;5.48151826858521;6.96134614944458;12.4428644180298;4.502;22.8;4.793;13.6;-31.5286025068946;-1.68854738187932;-0.750877657182708;-1.27505179530419
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1966;74;43;61;0.198899280598716;0.502688501895572;0.301208552688523;3.225;13.2086879412333;-0.541086146566615;13.9317176653987;3.25628571428571;13.6766022269489;-16.2723269967694;125;43;84;43;16.393669128418;84.0558700561523;6.19591617584229;7.98960161209106;14.1855173110962;4.502;22.8;4.793;13.6;-30.2040446621681;-1.61495671002812;-0.687784581241488;-1.19995238807932
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1967;75;43;62;0.236764964768265;0.605727404055606;0.338788760659539;3.38;13.435107310613;-0.314666777186932;1.51895488790304;3.26042857142857;13.6766022269489;-16.2723269967694;125;43;84;43;14.5173397064209;74.34423828125;5.48023271560669;7.2625617980957;12.7427940368652;4.502;22.8;4.793;13.6;-17.7912818846725;-1.44068733975511;-0.501325222406998;-1.08237849072281
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1968;76;43;63;0.198685580473878;0.477663819347559;0.332478138615659;2.73642857142857;13.1686908404032;-0.581083247396688;-9.74110377643219;3.24157142857143;13.6766022269489;-16.2723269967694;125;43;84;43;12.2689332962036;63.0588874816895;4.65072298049927;5.91088056564331;10.5616035461426;4.502;22.8;4.793;13.6;-6.53122322033725;-1.61603170138891;-0.738848100731204;-1.10118116957209
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1969;77;43;64;0.175933651949582;0.421107896890053;0.264516595405372;3.085;13.5105873743693;-0.239186713430611;-25.2355048442282;3.14328571428571;13.6766022269489;-16.2723269967694;125;43;84;43;11.1885833740234;57.7613868713379;4.21722841262817;5.45105886459351;9.66828727722168;4.502;22.8;4.793;13.6;8.96317784745876;-1.73764833257708;-0.864866190985927;-1.32985128709862
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1970;78;43;65;0.247927912974343;0.496275877666169;0.332883897234872;2.85428571428571;12.6418454647064;-1.10792862309352;1.48853720749349;3.13357142857143;13.6766022269489;-16.2723269967694;125;43;84;43;16.0740737915039;83.2133560180664;6.12846422195435;8.05699157714844;14.1854553222656;4.502;22.8;4.793;13.6;-17.7608642042629;-1.39461724856143;-0.700623301909748;-1.099961506749
"P800064FASY";"FASY";465;16.4508358;49.8372722;"Managed";"moderate";7;1971;79;43;66;0.283002721748796;0.598529423207817;0.452682826542635;2.48214285714286;13.637815952301;-0.111958135498897;-9.11526404811903;3.05614285714286;13.6766022269489;-16.2723269967694;125;43;84;43;13.8589162826538;72.703483581543;5.05446243286133;6.92958974838257;11.9840526580811;4.502;22.8;4.793;13.6;-7.15706294865041;-1.26229876389824;-0.513279593608846;-0.792563560884638
