"Date","Year","Month","Temp","Prec"
"18",1962-06-01,1962,6,15.3895330429077,24.5830116271973
"19",1962-07-01,1962,7,16.9306526184082,115.07381439209
"20",1962-08-01,1962,8,18.9290618896484,18.8348255157471
"21",1962-09-01,1962,9,13.0112295150757,36.6456985473633
"22",1962-10-01,1962,10,8.45297050476074,44.2754287719727
"23",1962-11-01,1962,11,4.49127769470215,114.800834655762
"24",1962-12-01,1962,12,-3.73290610313416,34.5375785827637
"25",1963-01-01,1963,1,-8.38262271881104,29.9309234619141
"26",1963-02-01,1963,2,-6.12182664871216,21.9739894866943
"27",1963-03-01,1963,3,1.14821815490723,36.6425857543945
"28",1963-04-01,1963,4,10.2277975082397,11.0110397338867
"29",1963-05-01,1963,5,14.3637599945068,76.2676239013672
"30",1963-06-01,1963,6,17.9568958282471,104.115180969238
"31",1963-07-01,1963,7,19.8442573547363,14.751651763916
"32",1963-08-01,1963,8,19.0329780578613,99.7830581665039
"33",1963-09-01,1963,9,15.6294050216675,62.3747482299805
"34",1963-10-01,1963,10,8.46620464324951,35.1490135192871
"35",1963-11-01,1963,11,7.83583354949951,43.3061256408691
"36",1963-12-01,1963,12,-4.9058780670166,10.7455644607544
"37",1964-01-01,1964,1,-6.55714893341064,2.41852760314941
"38",1964-02-01,1964,2,-0.641070365905762,14.3258266448975
"39",1964-03-01,1964,3,0.292808443307877,46.0567932128906
"40",1964-04-01,1964,4,10.3447208404541,33.0465126037598
"41",1964-05-01,1964,5,14.0253782272339,76.9805603027344
"42",1964-06-01,1964,6,19.4969291687012,71.2984466552734
"43",1964-07-01,1964,7,18.8283653259277,50.2614898681641
"44",1964-08-01,1964,8,16.6884670257568,54.919075012207
"45",1964-09-01,1964,9,14.2202072143555,14.1037969589233
"46",1964-10-01,1964,10,8.52849197387695,113.154251098633
"47",1964-11-01,1964,11,4.87481069564819,18.2695846557617
"48",1964-12-01,1964,12,-0.710991978645325,40.4468688964844
"49",1965-01-01,1965,1,-0.336263120174408,43.6104164123535
"50",1965-02-01,1965,2,-3.53151774406433,7.91082286834717
"51",1965-03-01,1965,3,3.3945107460022,30.5703983306885
"52",1965-04-01,1965,4,7.71290397644043,94.2939910888672
"53",1965-05-01,1965,5,11.9988775253296,102.98161315918
"54",1965-06-01,1965,6,16.8817195892334,114.058624267578
"55",1965-07-01,1965,7,17.5205345153809,126.867362976074
"56",1965-08-01,1965,8,16.1464996337891,46.6362609863281
"57",1965-09-01,1965,9,15.3050403594971,43.6840744018555
"58",1965-10-01,1965,10,6.93639469146729,12.883994102478
"59",1965-11-01,1965,11,1.34996235370636,30.899076461792
"60",1965-12-01,1965,12,1.28947496414185,51.3774108886719
"61",1966-01-01,1966,1,-4.60003662109375,14.6442594528198
"62",1966-02-01,1966,2,5.32340431213379,53.8147811889648
"63",1966-03-01,1966,3,3.92243361473083,15.6025285720825
"64",1966-04-01,1966,4,11.1627779006958,40.259838104248
"65",1966-05-01,1966,5,13.8571767807007,50.6185493469238
"66",1966-06-01,1966,6,17.4432029724121,149.057708740234
"67",1966-07-01,1966,7,17.6923503875732,104.570938110352
"68",1966-08-01,1966,8,17.1003341674805,86.015625
"69",1966-09-01,1966,9,13.8102445602417,24.0756225585938
"70",1966-10-01,1966,10,13.6930656433105,16.2522945404053
"71",1966-11-01,1966,11,4.12326860427856,60.8737831115723
"72",1966-12-01,1966,12,1.20738232135773,79.002326965332
"73",1967-01-01,1967,1,-1.69207978248596,29.717472076416
"74",1967-02-01,1967,2,1.14346611499786,16.2688846588135
"75",1967-03-01,1967,3,6.12314558029175,25.8658847808838
"76",1967-04-01,1967,4,9.01198959350586,36.4121246337891
"77",1967-05-01,1967,5,14.9470853805542,54.3745231628418
"78",1967-06-01,1967,6,17.064151763916,50.5226020812988
"79",1967-07-01,1967,7,20.7180442810059,57.2159042358398
"80",1967-08-01,1967,8,18.2250957489014,36.0552635192871
"81",1967-09-01,1967,9,16.0407791137695,85.5881195068359
"82",1967-10-01,1967,10,11.4871797561646,15.3186302185059
"83",1967-11-01,1967,11,3.96926593780518,30.6379261016846
"84",1967-12-01,1967,12,-0.650558769702911,50.4375877380371
"85",1968-01-01,1968,1,-3.61851954460144,40.6201057434082
"86",1968-02-01,1968,2,1.83519387245178,9.38596248626709
"87",1968-03-01,1968,3,5.01010084152222,25.8485469818115
"88",1968-04-01,1968,4,10.9786510467529,37.9493865966797
"89",1968-05-01,1968,5,14.109486579895,63.783576965332
"90",1968-06-01,1968,6,18.4794979095459,107.515731811523
"91",1968-07-01,1968,7,18.0694255828857,51.4520950317383
"92",1968-08-01,1968,8,17.2081909179688,152.917114257812
"93",1968-09-01,1968,9,14.4159717559814,32.0894927978516
"94",1968-10-01,1968,10,9.15839290618896,22.7501811981201
"95",1968-11-01,1968,11,5.98008394241333,41.2003364562988
"96",1968-12-01,1968,12,-2.90187001228333,17.446928024292
"97",1969-01-01,1969,1,-2.86919331550598,31.4434089660645
"98",1969-02-01,1969,2,-1.35780942440033,47.0585327148438
"99",1969-03-01,1969,3,1.26355671882629,40.837028503418
"100",1969-04-01,1969,4,9.20451641082764,11.4971590042114
"101",1969-05-01,1969,5,16.7813873291016,55.6115570068359
"102",1969-06-01,1969,6,16.5111141204834,112.392051696777
"103",1969-07-01,1969,7,19.3790302276611,26.0789813995361
"104",1969-08-01,1969,8,16.9802188873291,82.1395721435547
"105",1969-09-01,1969,9,14.7041730880737,13.2006559371948
"106",1969-10-01,1969,10,9.9374303817749,8.171799659729
"107",1969-11-01,1969,11,5.74096202850342,54.5638465881348
"108",1969-12-01,1969,12,-4.57476091384888,40.3122177124023
"109",1970-01-01,1970,1,-2.3444037437439,15.415189743042
"110",1970-02-01,1970,2,-1.99250602722168,72.6841506958008
"111",1970-03-01,1970,3,2.44740986824036,51.1350440979004
"112",1970-04-01,1970,4,8.20058059692383,47.0041809082031
"113",1970-05-01,1970,5,12.7844362258911,14.6897621154785
"114",1970-06-01,1970,6,17.7804279327393,100.315376281738
"115",1970-07-01,1970,7,18.3603572845459,112.672058105469
"116",1970-08-01,1970,8,18.1331958770752,32.9635887145996
"117",1970-09-01,1970,9,13.3973760604858,17.5587520599365
"118",1970-10-01,1970,10,8.58100509643555,43.0579299926758
"119",1970-11-01,1970,11,6.71626567840576,62.9212341308594
"120",1970-12-01,1970,12,0.375524401664734,34.151123046875
"121",1971-01-01,1971,1,-2.75563955307007,16.724515914917
"122",1971-02-01,1971,2,1.40699243545532,22.9444427490234
"123",1971-03-01,1971,3,1.65224874019623,33.6551742553711
"124",1971-04-01,1971,4,10.2060747146606,32.6395378112793
"125",1971-05-01,1971,5,16.1124744415283,41.8082427978516
"126",1971-06-01,1971,6,16.2239055633545,66.0742797851562
"127",1971-07-01,1971,7,18.9771747589111,31.1268081665039
"128",1971-08-01,1971,8,20.3550643920898,51.6449546813965
"129",1971-09-01,1971,9,12.1237239837646,33.7003555297852
"130",1971-10-01,1971,10,8.03751373291016,14.0867080688477
"131",1971-11-01,1971,11,3.51846170425415,56.688362121582
"132",1971-12-01,1971,12,2.72882843017578,29.1303615570068
"133",1972-01-01,1972,1,-2.36295127868652,35.2390289306641
"134",1972-02-01,1972,2,3.25737953186035,18.9030437469482
"135",1972-03-01,1972,3,6.47941255569458,10.1946659088135
"136",1972-04-01,1972,4,8.76555347442627,88.5338363647461
"137",1972-05-01,1972,5,13.523006439209,99.4839019775391
"138",1972-06-01,1972,6,17.6377067565918,52.6375885009766
"139",1972-07-01,1972,7,19.5451183319092,96.3155364990234
"140",1972-08-01,1972,8,17.1058769226074,38.9664001464844
"141",1972-09-01,1972,9,11.6454315185547,20.6069412231445
"142",1972-10-01,1972,10,7.09394979476929,22.1373634338379
"143",1972-11-01,1972,11,4.2011866569519,24.9092636108398
"144",1972-12-01,1972,12,0.318241387605667,2.90739750862122
"145",1973-01-01,1973,1,-0.587486147880554,27.9281902313232
"146",1973-02-01,1973,2,1.25066375732422,33.6493225097656
"147",1973-03-01,1973,3,4.83026170730591,8.65017032623291
"148",1973-04-01,1973,4,7.694899559021,76.873161315918
"149",1973-05-01,1973,5,14.6966791152954,11.394416809082
"150",1973-06-01,1973,6,16.9006786346436,49.8002624511719
"151",1973-07-01,1973,7,18.6143741607666,48.9099617004395
"152",1973-08-01,1973,8,19.0519351959229,42.2019157409668
"153",1973-09-01,1973,9,15.0529365539551,54.9825096130371
"154",1973-10-01,1973,10,7.34091424942017,23.2695903778076
"155",1973-11-01,1973,11,2.01588439941406,22.585241317749
"156",1973-12-01,1973,12,0.307101905345917,13.3071565628052
"157",1974-01-01,1974,1,1.52753126621246,31.4960956573486
"158",1974-02-01,1974,2,4.28320217132568,23.3309631347656
"159",1974-03-01,1974,3,7.55084419250488,6.60349416732788
"160",1974-04-01,1974,4,8.80776786804199,18.4217662811279
"161",1974-05-01,1974,5,13.0685615539551,49.4285316467285
"162",1974-06-01,1974,6,15.1274757385254,71.3170394897461
"163",1974-07-01,1974,7,17.166130065918,67.7973098754883
"164",1974-08-01,1974,8,20.1561107635498,22.8445072174072
"165",1974-09-01,1974,9,14.1947202682495,28.0078716278076
"166",1974-10-01,1974,10,5.99532508850098,97.353271484375
"167",1974-11-01,1974,11,4.42120599746704,43.6852111816406
"168",1974-12-01,1974,12,2.91831231117249,60.4268226623535
"169",1975-01-01,1975,1,2.73993039131165,16.1485767364502
"170",1975-02-01,1975,2,-0.325401335954666,3.43859434127808
"171",1975-03-01,1975,3,5.41378879547119,36.1162109375
"172",1975-04-01,1975,4,8.30210304260254,21.1486167907715
"173",1975-05-01,1975,5,15.1893301010132,60.5397758483887
"174",1975-06-01,1975,6,16.3640727996826,93.7971572875977
"175",1975-07-01,1975,7,19.1336631774902,30.4388618469238
"176",1975-08-01,1975,8,18.4334964752197,60.0294075012207
"177",1975-09-01,1975,9,17.2310523986816,12.5062351226807
"178",1975-10-01,1975,10,8.54376029968262,63.8762359619141
"179",1975-11-01,1975,11,2.97820496559143,24.452169418335
"180",1975-12-01,1975,12,0.0581035241484642,19.50217628479
"181",1976-01-01,1976,1,-0.199645414948463,53.726318359375
"182",1976-02-01,1976,2,-0.411966353654861,11.1358222961426
"183",1976-03-01,1976,3,1.39250385761261,9.83637809753418
"184",1976-04-01,1976,4,9.56074237823486,17.1656475067139
"185",1976-05-01,1976,5,14.5171375274658,61.8516998291016
"186",1976-06-01,1976,6,17.515625,32.3541870117188
"187",1976-07-01,1976,7,19.7606658935547,42.3504066467285
"188",1976-08-01,1976,8,16.0953998565674,27.7467746734619
"189",1976-09-01,1976,9,13.4007167816162,83.5336303710938
"190",1976-10-01,1976,10,10.802978515625,39.6609878540039
"191",1976-11-01,1976,11,6.02703237533569,51.871410369873
"192",1976-12-01,1976,12,-0.205996140837669,54.3017044067383
"193",1977-01-01,1977,1,-0.492490887641907,78.7194290161133
"194",1977-02-01,1977,2,2.4620361328125,74.0252914428711
"195",1977-03-01,1977,3,7.83334493637085,38.3879203796387
"196",1977-04-01,1977,4,7.57401466369629,50.3859214782715
"197",1977-05-01,1977,5,13.7268447875977,47.6607780456543
"198",1977-06-01,1977,6,18.2463550567627,30.6224269866943
"199",1977-07-01,1977,7,18.2700462341309,63.1370162963867
"200",1977-08-01,1977,8,17.0520477294922,96.31787109375
"201",1977-09-01,1977,9,12.129093170166,25.475564956665
"202",1977-10-01,1977,10,10.129714012146,15.9827127456665
"203",1977-11-01,1977,11,5.04424238204956,46.0643920898438
"204",1977-12-01,1977,12,-1.05050444602966,18.8153800964355
"205",1978-01-01,1978,1,0.138426870107651,17.9512062072754
"206",1978-02-01,1978,2,-1.52363252639771,23.346565246582
"207",1978-03-01,1978,3,5.40388250350952,27.3729438781738
"208",1978-04-01,1978,4,7.6803503036499,61.1223106384277
"209",1978-05-01,1978,5,12.4355878829956,42.1359062194824
"210",1978-06-01,1978,6,16.2597675323486,43.436279296875
"211",1978-07-01,1978,7,16.3858489990234,36.4464874267578
"212",1978-08-01,1978,8,16.3033847808838,60.5875244140625
"213",1978-09-01,1978,9,13.1452989578247,26.3090324401855
"214",1978-10-01,1978,10,9.69654273986816,28.8612995147705
"215",1978-11-01,1978,11,2.18601489067078,25.1230983734131
"216",1978-12-01,1978,12,-0.0028481634799391,23.2954292297363
"217",1979-01-01,1979,1,-4.5978422164917,31.3720989227295
"218",1979-02-01,1979,2,-0.500769019126892,29.9542102813721
"219",1979-03-01,1979,3,5.42880010604858,49.3681259155273
"220",1979-04-01,1979,4,8.21725368499756,59.2613105773926
"221",1979-05-01,1979,5,15.1230535507202,43.0358772277832
"222",1979-06-01,1979,6,19.2159748077393,112.343757629395
"223",1979-07-01,1979,7,16.4286613464355,53.4646301269531
"224",1979-08-01,1979,8,17.3877353668213,45.4183311462402
"225",1979-09-01,1979,9,14.5787420272827,29.7949638366699
"226",1979-10-01,1979,10,8.68281269073486,10.5985908508301
"227",1979-11-01,1979,11,4.25921010971069,77.1141738891602
"228",1979-12-01,1979,12,3.58700156211853,45.3454666137695
"229",1980-01-01,1980,1,-4.17387008666992,21.7389678955078
"230",1980-02-01,1980,2,1.06482267379761,22.3590221405029
"231",1980-03-01,1980,3,2.82958388328552,21.0258636474609
"232",1980-04-01,1980,4,6.40835046768188,50.4058952331543
"233",1980-05-01,1980,5,11.722430229187,40.8453140258789
"234",1980-06-01,1980,6,16.152587890625,78.0348205566406
"235",1980-07-01,1980,7,17.0775032043457,80.5176696777344
"236",1980-08-01,1980,8,17.5749244689941,78.2750625610352
"237",1980-09-01,1980,9,13.4061613082886,43.0555000305176
"238",1980-10-01,1980,10,8.62162494659424,50.0240211486816
"239",1980-11-01,1980,11,2.17360496520996,51.7866325378418
"240",1980-12-01,1980,12,-0.839204728603363,28.6999111175537
"241",1981-01-01,1981,1,-3.43293356895447,32.240406036377
"242",1981-02-01,1981,2,-0.372080653905869,26.3795890808105
"243",1981-03-01,1981,3,7.36267948150635,48.1513519287109
"244",1981-04-01,1981,4,8.33380889892578,22.9619121551514
