"Date","Year","Month","Temp","Prec"
"1",1961-01-01,1961,1,-3.60348320007324,16.0391960144043
"2",1961-02-01,1961,2,1.59308266639709,52.4298286437988
"3",1961-03-01,1961,3,4.70115327835083,60.4904479980469
"4",1961-04-01,1961,4,10.6997900009155,39.6172943115234
"5",1961-05-01,1961,5,10.302285194397,89.8196640014648
"6",1961-06-01,1961,6,16.0184860229492,113.426574707031
"7",1961-07-01,1961,7,15.3186235427856,74.5909805297852
"8",1961-08-01,1961,8,15.5810661315918,70.8444595336914
"9",1961-09-01,1961,9,14.8556003570557,34.7647476196289
"10",1961-10-01,1961,10,8.81019973754883,48.0813140869141
"11",1961-11-01,1961,11,2.45220279693604,36.6232948303223
"12",1961-12-01,1961,12,-3.21785831451416,33.8151817321777
"13",1962-01-01,1962,1,-1.62941062450409,42.8715133666992
"14",1962-02-01,1962,2,-2.26454067230225,49.6351318359375
"15",1962-03-01,1962,3,-1.69297707080841,38.9457740783691
"16",1962-04-01,1962,4,8.31161880493164,26.6652736663818
"17",1962-05-01,1962,5,10.0692110061646,134.873001098633
"18",1962-06-01,1962,6,13.9189186096191,72.9598999023438
"19",1962-07-01,1962,7,15.2120733261108,72.7277908325195
"20",1962-08-01,1962,8,16.4794540405273,37.8819122314453
"21",1962-09-01,1962,9,11.8910341262817,54.7029724121094
"22",1962-10-01,1962,10,7.09812545776367,29.9093475341797
"23",1962-11-01,1962,11,1.79733002185822,54.2111206054688
"24",1962-12-01,1962,12,-5.90493154525757,28.8400115966797
"25",1963-01-01,1963,1,-8.52916049957275,30.2284317016602
"26",1963-02-01,1963,2,-7.39285898208618,19.6051273345947
"27",1963-03-01,1963,3,0.653987050056458,31.2930545806885
"28",1963-04-01,1963,4,8.13192272186279,18.8834533691406
"29",1963-05-01,1963,5,11.8629817962646,79.7159118652344
"30",1963-06-01,1963,6,16.3501567840576,125.32120513916
"31",1963-07-01,1963,7,18.177490234375,38.489616394043
"32",1963-08-01,1963,8,16.4175243377686,111.551551818848
"33",1963-09-01,1963,9,13.863471031189,88.1691741943359
"34",1963-10-01,1963,10,7.19141674041748,19.6251201629639
"35",1963-11-01,1963,11,5.91951656341553,48.8464088439941
"36",1963-12-01,1963,12,-6.16997575759888,7.04873323440552
"37",1964-01-01,1964,1,-6.52887296676636,12.2991428375244
"38",1964-02-01,1964,2,-2.78320145606995,36.2014045715332
"39",1964-03-01,1964,3,-1.24041402339935,29.563024520874
"40",1964-04-01,1964,4,8.17672729492188,38.2374038696289
"41",1964-05-01,1964,5,12.266074180603,67.2118835449219
"42",1964-06-01,1964,6,16.9635448455811,104.98616027832
"43",1964-07-01,1964,7,17.4336910247803,34.3552742004395
"44",1964-08-01,1964,8,14.4858484268188,176.809585571289
"45",1964-09-01,1964,9,11.9391098022461,18.1180305480957
"46",1964-10-01,1964,10,6.28894281387329,112.67847442627
"47",1964-11-01,1964,11,3.57619690895081,34.2016677856445
"48",1964-12-01,1964,12,-1.98073828220367,22.0283908843994
"49",1965-01-01,1965,1,-1.11272716522217,44.2427215576172
"50",1965-02-01,1965,2,-4.9188437461853,31.7947788238525
"51",1965-03-01,1965,3,0.122387386858463,42.8202438354492
"52",1965-04-01,1965,4,5.96694993972778,78.7451171875
"53",1965-05-01,1965,5,10.1197385787964,112.288879394531
"54",1965-06-01,1965,6,15.5140476226807,115.909111022949
"55",1965-07-01,1965,7,15.7401084899902,142.586120605469
"56",1965-08-01,1965,8,14.2084922790527,78.1642684936523
"57",1965-09-01,1965,9,12.4666433334351,45.2854118347168
"58",1965-10-01,1965,10,6.30518245697021,13.4248018264771
"59",1965-11-01,1965,11,-0.708113312721252,37.4151992797852
"60",1965-12-01,1965,12,0.0791212245821953,62.2043228149414
"61",1966-01-01,1966,1,-6.37434101104736,33.2291793823242
"62",1966-02-01,1966,2,3.94865465164185,43.698844909668
"63",1966-03-01,1966,3,1.87082779407501,47.8320083618164
"64",1966-04-01,1966,4,8.65337181091309,60.6559181213379
"65",1966-05-01,1966,5,12.0260076522827,72.1429214477539
"66",1966-06-01,1966,6,16.0137195587158,104.919387817383
"67",1966-07-01,1966,7,15.5522766113281,150.129425048828
"68",1966-08-01,1966,8,14.9366312026978,121.192024230957
"69",1966-09-01,1966,9,11.5005893707275,21.9040851593018
"70",1966-10-01,1966,10,11.0302419662476,31.3044605255127
"71",1966-11-01,1966,11,1.38410031795502,28.8678436279297
"72",1966-12-01,1966,12,-0.769585013389587,68.887809753418
"73",1967-01-01,1967,1,-2.78195285797119,42.166259765625
"74",1967-02-01,1967,2,0.22688390314579,36.0668106079102
"75",1967-03-01,1967,3,3.64368605613708,53.0932579040527
"76",1967-04-01,1967,4,5.91240882873535,42.089282989502
"77",1967-05-01,1967,5,12.1375036239624,120.2578125
"78",1967-06-01,1967,6,14.6625328063965,80.2467041015625
"79",1967-07-01,1967,7,17.8893070220947,66.8397369384766
"80",1967-08-01,1967,8,15.8008852005005,53.4618911743164
"81",1967-09-01,1967,9,13.0533218383789,117.630790710449
"82",1967-10-01,1967,10,10.0464878082275,27.1215972900391
"83",1967-11-01,1967,11,2.24877119064331,33.0702209472656
"84",1967-12-01,1967,12,-1.6370815038681,98.6150360107422
"85",1968-01-01,1968,1,-4.03736734390259,73.8236618041992
"86",1968-02-01,1968,2,-0.612186431884766,27.9737758636475
"87",1968-03-01,1968,3,2.88403034210205,53.5470962524414
"88",1968-04-01,1968,4,8.1134729385376,31.4918251037598
"89",1968-05-01,1968,5,10.7222537994385,67.2865142822266
"90",1968-06-01,1968,6,15.7685832977295,99.1785125732422
"91",1968-07-01,1968,7,15.6245937347412,57.212890625
"92",1968-08-01,1968,8,15.1818761825562,136.3544921875
"93",1968-09-01,1968,9,12.0811901092529,47.6527519226074
"94",1968-10-01,1968,10,8.10986995697021,54.2771415710449
"95",1968-11-01,1968,11,3.50039458274841,34.1337394714355
"96",1968-12-01,1968,12,-4.16624975204468,22.1344528198242
"97",1969-01-01,1969,1,-2.88938403129578,48.9487228393555
"98",1969-02-01,1969,2,-3.24153637886047,33.7346725463867
"99",1969-03-01,1969,3,-0.499678581953049,43.1661720275879
"100",1969-04-01,1969,4,6.55268430709839,34.121768951416
"101",1969-05-01,1969,5,14.385443687439,68.725700378418
"102",1969-06-01,1969,6,14.6140937805176,70.1578216552734
"103",1969-07-01,1969,7,17.7410926818848,36.7614593505859
"104",1969-08-01,1969,8,15.2455368041992,52.5152130126953
"105",1969-09-01,1969,9,12.7542848587036,18.37477684021
"106",1969-10-01,1969,10,8.72499847412109,16.6368045806885
"107",1969-11-01,1969,11,3.69935369491577,42.7802696228027
"108",1969-12-01,1969,12,-6.67702102661133,31.1044845581055
"109",1970-01-01,1970,1,-4.08302688598633,12.0118761062622
"110",1970-02-01,1970,2,-2.6321976184845,95.956657409668
"111",1970-03-01,1970,3,0.209730207920074,65.8994750976562
"112",1970-04-01,1970,4,5.49247121810913,39.7799682617188
"113",1970-05-01,1970,5,10.4898738861084,36.588264465332
"114",1970-06-01,1970,6,16.2850303649902,85.2713241577148
"115",1970-07-01,1970,7,16.3222770690918,74.4299926757812
"116",1970-08-01,1970,8,15.8237800598145,108.262672424316
"117",1970-09-01,1970,9,11.6775026321411,40.0287399291992
"118",1970-10-01,1970,10,6.92710304260254,73.8100738525391
"119",1970-11-01,1970,11,4.51458549499512,83.5037612915039
"120",1970-12-01,1970,12,-1.45611166954041,37.5784759521484
"121",1971-01-01,1971,1,-3.73481130599976,16.3952579498291
"122",1971-02-01,1971,2,-0.568554282188416,32.5265502929688
"123",1971-03-01,1971,3,-0.561517357826233,29.8280830383301
"124",1971-04-01,1971,4,7.75778341293335,45.8708763122559
"125",1971-05-01,1971,5,13.4848108291626,73.3032379150391
"126",1971-06-01,1971,6,13.5608396530151,122.760879516602
"127",1971-07-01,1971,7,17.4775085449219,45.541576385498
"128",1971-08-01,1971,8,18.3629875183105,44.1320495605469
"129",1971-09-01,1971,9,10.3310632705688,39.6086158752441
"130",1971-10-01,1971,10,6.88928985595703,19.2399082183838
"131",1971-11-01,1971,11,1.9806741476059,49.4487266540527
"132",1971-12-01,1971,12,1.85793995857239,30.7806911468506
"133",1972-01-01,1972,1,-4.18348741531372,24.4810905456543
"134",1972-02-01,1972,2,0.974782645702362,27.7295684814453
"135",1972-03-01,1972,3,4.36840486526489,24.0729389190674
"136",1972-04-01,1972,4,6.60440301895142,90.2772445678711
"137",1972-05-01,1972,5,11.6862392425537,86.2765502929688
