"Date","Year","Month","Temp","Prec"
"239",1980-11-01,1980,11,-0.488183319568634,33.7800254821777
"240",1980-12-01,1980,12,-2.86920881271362,13.8206081390381
"241",1981-01-01,1981,1,-5.18022489547729,52.0787773132324
"242",1981-02-01,1981,2,-3.27344298362732,12.8302688598633
"243",1981-03-01,1981,3,3.80895948410034,34.3044548034668
"244",1981-04-01,1981,4,4.63492155075073,21.5045833587646
"245",1981-05-01,1981,5,10.7938785552979,56.4336128234863
"246",1981-06-01,1981,6,13.6756372451782,57.5890083312988
"247",1981-07-01,1981,7,14.1090526580811,185.690246582031
"248",1981-08-01,1981,8,14.1431198120117,96.5798187255859
"249",1981-09-01,1981,9,11.5536518096924,83.1254272460938
"250",1981-10-01,1981,10,6.16395711898804,77.516845703125
"251",1981-11-01,1981,11,1.42688035964966,42.4611701965332
"252",1981-12-01,1981,12,-4.80334901809692,71.4879455566406
"253",1982-01-01,1982,1,-5.45702075958252,39.0597915649414
"254",1982-02-01,1982,2,-3.9607048034668,11.9477214813232
"255",1982-03-01,1982,3,1.46292114257812,36.567928314209
"256",1982-04-01,1982,4,2.51827311515808,21.0674991607666
"257",1982-05-01,1982,5,10.5374841690063,49.1394348144531
"258",1982-06-01,1982,6,13.8292636871338,89.1061172485352
"259",1982-07-01,1982,7,16.0618457794189,73.7251052856445
"260",1982-08-01,1982,8,15.1347513198853,104.779006958008
"261",1982-09-01,1982,9,13.4273834228516,29.503885269165
"262",1982-10-01,1982,10,7.05684757232666,19.7010135650635
"263",1982-11-01,1982,11,2.41188883781433,24.3155212402344
"264",1982-12-01,1982,12,-0.394471973180771,45.1589012145996
"265",1983-01-01,1983,1,0.469090282917023,26.4738006591797
"266",1983-02-01,1983,2,-5.07234621047974,27.9192066192627
"267",1983-03-01,1983,3,1.49609076976776,17.3575839996338
"268",1983-04-01,1983,4,6.57405853271484,32.5243721008301
"269",1983-05-01,1983,5,10.2915163040161,59.6412506103516
"270",1983-06-01,1983,6,13.7637052536011,95.4394989013672
"271",1983-07-01,1983,7,17.93630027771,33.3066635131836
"272",1983-08-01,1983,8,15.2114133834839,74.7804412841797
"273",1983-09-01,1983,9,11.3968715667725,24.2956504821777
"274",1983-10-01,1983,10,6.35344791412354,15.1689987182617
"275",1983-11-01,1983,11,-0.00469669373705983,14.1928567886353
"276",1983-12-01,1983,12,-2.50551128387451,19.7438831329346
"277",1984-01-01,1984,1,-2.97089862823486,39.284366607666
"278",1984-02-01,1984,2,-3.871901512146,48.7448081970215
"279",1984-03-01,1984,3,-1.27407729625702,25.7483768463135
"280",1984-04-01,1984,4,3.63056445121765,36.0030212402344
"281",1984-05-01,1984,5,8.89867973327637,75.790283203125
"282",1984-06-01,1984,6,11.7733392715454,48.9419784545898
"283",1984-07-01,1984,7,13.4162569046021,54.0425071716309
"284",1984-08-01,1984,8,14.4538764953613,59.8683547973633
