"0001";"0002";"0003";"0004";"0005";"0006";"0007"
"1932";NA;NA;NA;NA;NA;0.61397524607738;NA
"1933";0.326924780721184;NA;NA;NA;NA;0.908124390892177;NA
"1934";0.161860465116279;NA;NA;NA;NA;1.11953488372093;NA
"1935";0.313577468878162;NA;NA;NA;NA;0.772329691866584;NA
"1936";0.352920240595081;NA;0.521479161476314;NA;NA;0.82172473929601;NA
"1937";0.620519236784486;NA;1.14995308101345;NA;NA;0.683140444166406;NA
"1938";1.33865664631282;NA;1.16674495068107;NA;NA;0.715829027712541;NA
"1939";1.67966085176883;NA;2.51291297144528;NA;NA;1.01744469349966;0.991131468667771
"1940";0.635687073624524;NA;0.988039337290688;NA;NA;0.439532205191814;0.799149463985116
"1941";0.923953488372093;1.00488372093023;1.21395348837209;NA;NA;0.728372093023256;1.25441860465116
"1942";0.653286393496171;0.85362755416833;1.13236308206003;NA;NA;0.644575908249555;1.01331978368962
"1943";0.373990105705235;0.618927287610777;0.963946328789551;0.985016193899705;NA;0.626828487027085;0.855963270100011
"1944";0.555051610885205;0.629058492336566;1.09302471066625;1.16418517360025;NA;0.871004066312168;0.982014388489209
"1945";0.80037576326914;0.82573978393612;0.91028651949272;1.09910756223579;NA;0.862376702677313;0.853922029121653
"1946";1.47792612805769;1.39460091609005;1.55248026508138;2.17522658610272;NA;1.66650423935289;1.70158853912874
"1947";0.846371932311509;0.726499512713741;0.977141844599982;1.73996633294941;NA;1.02436431292638;0.893594400637902
"1948";1.14651162790698;1.04872093023256;1.14988372093023;1.62872093023256;NA;0.964418604651163;1.14988372093023
"1949";0.871048524661561;0.734584255797917;0.812978623017457;1.1730120132109;0.818785613181868;0.760715711537764;0.743294741044532
"1950";0.53728156030893;0.692671815496316;0.776951275936933;1.05349325550771;0.869131935793857;0.753247677688009;0.734811545716625
"1951";0.888082577416328;0.933625273694088;1.13002815139193;1.22680638098217;1.34350954019393;1.23249921801689;1.17557084766969
"1952";0.625645843118835;0.574917801784876;0.752465946453734;0.713010803193988;1.12165335838422;1.10756223579145;0.715829027712541
"1953";1.44722736575383;1.43845629080986;1.58317902738525;1.51739596530553;1.73667283890459;1.85508235064809;1.59195010232921
"1954";1.16966421546912;1.38034907415611;1.718171347568;1.3694515814654;1.64552139629662;1.54017896695313;1.38398157171968
"1955";1.02174418604651;1.32186046511628;1.37244186046512;1.49383720930233;1.47023255813953;1.49720930232558;1.55116279069767
"1956";0.754908721373353;1.04235473451167;0.958153377127718;1.08300366566254;1.15559104271767;1.15268754763547;0.952346386963307
"1957";0.71637541374524;1.00081859273232;1.23522084208278;1.23258710894402;1.15884258105848;0.879666868348934;0.963946328789551
"1958";0.936471692211448;1.28942758836409;1.42036284016265;1.35774163278073;1.24103847356897;1.11294964028777;1.40613074757585
"1959";0.605918271488962;0.975105683419446;1.02865194927196;0.969469234382339;0.980742132456552;0.930014091122593;0.831376232973227
"1960";0.916577331644089;1.39898645356203;1.60510671474515;1.35513107884222;1.41214306597797;1.53932365266543;1.49108274047364
"1961";0.653849561442367;1.10064676176132;1.03889430318065;1.09701426419775;0.980774342163551;0.980774342163551;0.886329405510765
"1962";1.05883720930233;1.38593023255814;1.48709302325581;1.14313953488372;1.23418604651163;1.13302325581395;1.08581395348837
"1963";0.92621493122346;1.27173084600588;1.38496715421188;1.1149421115668;0.99880230827859;0.963960367292128;0.92621493122346
"1964";0.726910346300317;1.00345232587109;0.956045129373243;0.874399402071396;0.798021141047087;0.813823539879702;0.67950314980247
"1965";0.828307788551767;0.979167969971849;1.21542070691273;1.01332499218017;0.814075695964967;0.888082577416328;0.896621832968408
"1966";0.662282761860028;0.839830906528887;0.924377642085486;0.856740253640207;0.783466416157821;0.822921559417567;0.8088304368248
"1967";1.66650423935289;1.4296852158659;1.61387778968911;1.91647987525582;1.92963648767177;1.54370919013741;1.59633563980119
"1968";0.868166917692921;1.04252680074422;1.07885177637991;1.3113316204483;1.30769912288473;0.810046956675822;1.05705679099849
"1969";1.11279069767442;1.21395348837209;1.08244186046512;1.45674418604651;1.29488372093023;0.957674418604651;1.13976744186047
"1970";0.772329691866584;0.917504445976845;0.891372990236998;1.23688890501942;0.894276485319203;0.618444452509708;0.929118426305665
"1971";0.729544079439086;0.745346478271702;0.985016193899705;1.10880165142186;0.82172473929601;0.692671815496316;0.898103000320319
"1972";0.808382858930247;0.908007507037848;0.939318110728808;1.20403503284329;0.962089458867688;0.834000625586487;0.842539881138567
"1973";0.82573978393612;0.955378111789573;0.828558008454674;1.14983560356975;1.05683419445749;0.8511038046031;0.88492249882574
"1974";1.01744469349966;1.15339635513108;1.05691453074749;1.21479387973882;1.49546827794562;1.02183023097164;1.16216743007504
"1975";1.10064676176132;1.23504917161336;0.846371932311509;1.00620182510853;1.67458137680517;1.13697173739701;1.06068928856206
"1976";0.731744186046512;0.849767441860465;0.728372093023256;1.015;1.08918604651163;0.738488372093023;0.873372093023256
"1977";0.908793960730229;0.804268137770842;0.638768918085145;0.972670852538744;0.876855514825972;0.792654157442021;0.868145029579356
"1978";0.740079011994163;0.784852475353241;0.503043029504929;0.763782610243086;0.887568067765242;0.663700750969854;0.874399402071396
"1979";1.20118861432593;1.01047857366281;0.757147325617767;0.982014388489209;1.08448545511417;0.902314670003128;1.14426024397873
"1980";0.992015030530766;0.927195866604039;0.80037576326914;1.06528886801315;1.34147487083138;1.16110850164396;1.34429309534993
"1981";1.24987817951467;1.33320339148231;1.01305915602768;1.22795049215476;1.48231166552968;1.75421498879252;1.45599844069779
